Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Kanpur Zone PWD Kanpur||SE KANPUR CIRCLE PWD KANPUR||EE CONSTRUCTION DIVISION-1 PWD KANPUR DEHAT,103/12A/Tender/2020 Dated 18.01.2020,2020_CEKNP_428332_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice (NIT),27-Jan-2020 02:00 PM,05-Feb-2020 12:30 PM,27-Jan-2020 02:00 PM,04-Feb-2020 12:00 PM,NA ,NA ,27-Jan-2020 02:00 PM,04-Feb-2020 12:00 PM,17-Feb-2020 12:30 PM,"2,58,000",Yes,fixed,,Payment through Net Banking with NIC Portal,Kanpur Dehat,1.0,SBI Bank,944.0,Payment through Net Banking with NIC Portal,Kanpur Dehat,Yes,"E.E., C.D.-1, PWD, Kanpur Dehat","Office of the E.E., C.D.-1, PWD, Kanpur Dehat",Special Repair of Akbarabad to Chaura Road,Special Repair of Akbarabad to Chaura Road,Please refer to be tender document ,NA ,"25,80,000",Civil Works - Roads,Special Repair ,Tender,90.0,90.0,Kanpur Dehat,209101.0,"Office of the E.E., C.D.-1, PWD, Kanpur Dehat ","Office of the E.E., C.D.-1, PWD, Kanpur Dehat ",30-Jan-2020 12:00 PM ,"Office of the E.E., C.D.-1, PWD, Kanpur Dehat",No ,No,Cheif Engineer Kanpur Zone PWD Kanpur||SE KANPUR CIRCLE PWD KANPUR||EE CONSTRUCTION DIVISION-1 PWD KANPUR DEHAT,103/12A/Tender/2020 Dated 18.01.2020,2020_CEKNP_428332_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice (NIT),27-Jan-2020 02:00 PM,05-Feb-2020 12:30 PM,27-Jan-2020 02:00 PM,04-Feb-2020 12:00 PM,NA ,NA ,27-Jan-2020 02:00 PM,04-Feb-2020 12:00 PM,17-Feb-2020 12:30 PM,"2,58,000",Yes,fixed,,Payment through Net Banking with NIC Portal,Kanpur Dehat,1.0,SBI Bank,944.0,Payment through Net Banking with NIC Portal,Kanpur Dehat,Yes,"E.E., C.D.-1, PWD, Kanpur Dehat","Office of the E.E., C.D.-1, PWD, Kanpur Dehat",Special Repair of Akbarabad to Chaura Road,Special Repair of Akbarabad to Chaura Road,Please refer to be tender document ,NA ,"25,80,000",Civil Works - Roads,Special Repair ,Tender,90.0,90.0,Kanpur Dehat,209101.0,"Office of the E.E., C.D.-1, PWD, Kanpur Dehat ","Office of the E.E., C.D.-1, PWD, Kanpur Dehat ",30-Jan-2020 12:00 PM ,"Office of the E.E., C.D.-1, PWD, Kanpur Dehat",No ,No,04-Mar-2020,"INR 2,580,000",90.0,BHAGWAN DAS,12-Mar-2020 11:59 AM,akbarabad.pdf (90.00 KB),AOC,1.0,1578271.0,RIZWANA KHATOON,INR,"1,987,653",1.0,1580469.0,M/s Baba Anadeshwar Enterprises,03-Feb-2020 11:12 PM,Rejected-Finance,L9,18-Feb-2020 03:27 PM,Finance,Responsive sheet to be attached,BHAGWAN DAS,17-Feb-2020 01:24 PM,finance_627511.pdf,BOQ Comparative Chart,"Er. Bhagwan Das, EE, CD-1, PWD, Kanpur Dehat",Internal,"Er. Bhagwan Das, EE, CD-1, PWD, Kanpur Dehat, Er. Prakash Chandra, EE, PD, PWD, Kanpur Dehat, Er. Chandra Shekhar Gupta, EE, CD Build, PWD, Kanpur Nagar",BHAGWAN DAS,18-Feb-2020 03:27 PM,finsummary_627511.pdf (203.88 KB),1.0,1573433.0,M/s Priya Builders,"24,96,987.08",8.0,Technical,Responsive Sheet to be attached,BHAGWAN DAS,15-Feb-2020 09:40 PM,technical_627511.pdf,"Er. Bhagwan Das, EE, CD-1, PWD, Kanpur Dehat",Internal,"Er. Bhagwan Das, EE, CD-1, PWD, Kanpur Dehat, Er. Prakash Chandra, EE, PD, PWD, Kanpur Dehat, Er. Chandra Shekhar Gupta, EE, CD Build, PWD, Kanpur Nagar, Er. Mukesh Chandra Sharma, EE, PD, PWD, Kanpur",BHAGWAN DAS,16-Feb-2020 12:53 AM,17-Feb-2020 12:30 PM,techsummary_627511.pdf (207.00 KB),,,
,,,,,,,,,,,,,,,,.pdf,Technical Document (T-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document (T-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1579545.0,M/s. Jay Enterprises,03-Feb-2020 03:13 PM,Rejected-Technical,NonResponsive,16-Feb-2020 12:53 AM,,,,,,,,,,,,,2.0,1575093.0,Sri Aniruddh Singh,"20,89,315.72",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1579383.0,M/s. Karan Enterprises,03-Feb-2020 02:17 PM,Rejected-Finance,L4,18-Feb-2020 03:27 PM,,,,,,,,,,,,,3.0,1578271.0,RIZWANA KHATOON,"19,87,652.67",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1580464.0,M/S M I Enterprises,04-Feb-2020 07:29 AM,Rejected-Finance,L5,18-Feb-2020 03:27 PM,,,,,,,,,,,,,4.0,1579189.0,SAGAR CONSTRUCTION,"20,66,129.41",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1573433.0,M/s Priya Builders,29-Jan-2020 06:27 PM,Rejected-Finance,L8,18-Feb-2020 03:27 PM,,,,,,,,,,,,,5.0,1579383.0,M/s. Karan Enterprises,"21,51,740.40",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1580782.0,M/s. Shanker Shivam,04-Feb-2020 10:58 AM,Rejected-Finance,L7,18-Feb-2020 03:27 PM,,,,,,,,,,,,,6.0,1580119.0,M/S SHREE TIRUPATI ENTERPRISES,"24,61,315.84",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1580119.0,M/S SHREE TIRUPATI ENTERPRISES,03-Feb-2020 07:22 PM,Rejected-Finance,L6,18-Feb-2020 03:27 PM,,,,,,,,,,,,,7.0,1580464.0,M/S M I Enterprises,"22,03,463.70",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1578271.0,RIZWANA KHATOON,02-Feb-2020 01:54 PM,Accepted-AOC,L-1,12-Mar-2020 11:59 AM,,,,,,,,,,,,,8.0,1580469.0,M/s Baba Anadeshwar Enterprises,"25,22,466.54",9.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1579189.0,SAGAR CONSTRUCTION,03-Feb-2020 01:37 PM,Rejected-Finance,L2,18-Feb-2020 03:27 PM,,,,,,,,,,,,,9.0,1580782.0,M/s. Shanker Shivam,"24,90,617.22",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1575093.0,Sri Aniruddh Singh,04-Feb-2020 10:40 AM,Rejected-Finance,L3,18-Feb-2020 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
