Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",05/SEXI/2019-20,2020_UPIDC_439803_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,26-Feb-2020 02:30 PM,02-Mar-2020 04:00 PM,26-Feb-2020 03:00 PM,02-Mar-2020 03:00 PM,NA ,NA ,26-Feb-2020 03:00 PM,02-Mar-2020 03:00 PM,05-Mar-2020 01:00 PM,"84,000",No,fixed,,EE FLOOD WORKS DIVISION,BARABANKI,1.0,SBI Bank,"3,210",EE FLOOD WORKS DIVISION,BARABANKI,No,SE ELEVENTH CIRCLE IRRIGATION WORKS AYODHYA,SE ELEVENTH CIRCLE IRRIGATION WORKS AYODHYA,E/W IN RESTORATION OF RARI NALA FROM KM 30.000 TO 46.200,E/W IN RESTORATION OF RARI NALA FROM KM 30.000 TO 46.200,Please refer Tender documents. ,NA ,"42,00,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,AYODHYA,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",05/SEXI/2019-20,2020_UPIDC_439803_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,26-Feb-2020 02:30 PM,02-Mar-2020 04:00 PM,26-Feb-2020 03:00 PM,02-Mar-2020 03:00 PM,NA ,NA ,26-Feb-2020 03:00 PM,02-Mar-2020 03:00 PM,05-Mar-2020 01:00 PM,"84,000",No,fixed,,EE FLOOD WORKS DIVISION,BARABANKI,1.0,SBI Bank,"3,210",EE FLOOD WORKS DIVISION,BARABANKI,No,SE ELEVENTH CIRCLE IRRIGATION WORKS AYODHYA,SE ELEVENTH CIRCLE IRRIGATION WORKS AYODHYA,E/W IN RESTORATION OF RARI NALA FROM KM 30.000 TO 46.200,E/W IN RESTORATION OF RARI NALA FROM KM 30.000 TO 46.200,Please refer Tender documents. ,NA ,"42,00,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,AYODHYA,No ,No,16-Mar-2020,"INR 1,944,150",30.0,SANTOSH KUMAR SINGH,16-Mar-2020 04:49 PM,RARINALA01.pdf (336.00 KB),L1,1.0,1625524.0,sri durga shakti traders,INR,"1,944,150",1.0,1629217.0,Chandra Mauli Mishra,29-Feb-2020 10:22 PM,Rejected-Finance,L5,05-Mar-2020 04:19 PM,Finance,BID OF SRI DURGA SHAKTI TRADERS IS LOWEST,SANTOSH KUMAR SINGH,05-Mar-2020 04:08 PM,finance_647679.pdf,BOQ Comparative Chart,SANTOSH KUMAR SINGH,Internal,UTKARSH BHARDWAJ,SANTOSH KUMAR SINGH,05-Mar-2020 04:19 PM,finsummary_647679.pdf (570.96 KB),1.0,1625524.0,sri durga shakti traders,1944150.0,L1,Technical,TOTAL 09 BIDS ARE FOUND. 05 OF 09 BIDS ARE QUALIFIED IN TECHNICAL EVALUATION,SANTOSH KUMAR SINGH,04-Mar-2020 09:41 PM,technical_647679.pdf,SANTOSH KUMAR SINGH,Internal,UTKARSH BHARDWAJ,SANTOSH KUMAR SINGH,04-Mar-2020 09:46 PM,05-Mar-2020 01:00 PM,techsummary_647679.pdf (858.95 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1627469.0,CHATR PAL YADAV,01-Mar-2020 07:32 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2020 09:41 PM,,,,,,,,,,,,,2.0,1628774.0,M/s Aman Traders,3919500.0,L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1629347.0,M/S Ajay Construction,01-Mar-2020 12:09 PM,Rejected-Finance,L2,05-Mar-2020 04:19 PM,,,,,,,,,,,,,3.0,1628841.0,UDAY RAJ,2125500.0,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1628774.0,M/s Aman Traders,29-Feb-2020 10:30 PM,Rejected-Finance,L4,05-Mar-2020 04:19 PM,,,,,,,,,,,,,4.0,1629217.0,Chandra Mauli Mishra,3939000.0,L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1627398.0,M/S SHIV DINESH SINGH THEKEDAR,02-Mar-2020 12:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2020 09:41 PM,,,,,,,,,,,,,5.0,1629347.0,M/S Ajay Construction,2078700.0,L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1624683.0,OSHONIC COMPANY,27-Feb-2020 03:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2020 09:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1630293.0,Rajesh Kumar,01-Mar-2020 03:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Mar-2020 09:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1625524.0,sri durga shakti traders,28-Feb-2020 07:53 PM,Accepted-AOC,L1,16-Mar-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1628841.0,UDAY RAJ,29-Feb-2020 07:18 PM,Rejected-Finance,L3,05-Mar-2020 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_UPIDC_439803_1,05/SEXI/2019-20,E/W IN RESTORATION OF RARI NALA FROM KM 30.000 TO 46.200
