Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Allahabad Zone PWD Allahabad||SE ALLAHABAD CIRCLE PWD ALLAHABAD||EE CONSTRUCTION DIVISION-3 PWD ALLAHABAD,341/6COM(3)-PRG.CIRCLE/2020 DT. 17-01-2020,2020_CEALD_427599_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,27-Jan-2020 09:00 AM,07-Feb-2020 12:30 PM,27-Jan-2020 09:05 AM,06-Feb-2020 12:00 PM,NA ,NA ,27-Jan-2020 09:10 AM,06-Feb-2020 12:00 PM,22-Feb-2020 04:00 PM,"6,95,000",No,fixed,,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYA,PRAYAGRAJ,1.0,SBI Bank,"2,336",EXECUTIVE ENGINEER CD3 PWD PRAYAGRAJ,PRAYAGRAJ,Yes,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYA,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYAGRAJ,"Construction of Parvejabad to Pritu ka purwa (yadav basti, Pal basti) Link road","Construction of Parvejabad to Pritu ka purwa (yadav basti, Pal basti) Link road",as per nit ,NA ,"99,00,000",Civil Works - Roads,NA ,Tender,90.0,180.0,PRAYAGRAJ,211002.0,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAY ,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYAGRAJ ,03-Feb-2020 12:00 PM ,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYA,No ,No,Cheif Engineer Allahabad Zone PWD Allahabad||SE ALLAHABAD CIRCLE PWD ALLAHABAD||EE CONSTRUCTION DIVISION-3 PWD ALLAHABAD,341/6COM(3)-PRG.CIRCLE/2020 DT. 17-01-2020,2020_CEALD_427599_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,27-Jan-2020 09:00 AM,07-Feb-2020 12:30 PM,27-Jan-2020 09:05 AM,06-Feb-2020 12:00 PM,NA ,NA ,27-Jan-2020 09:10 AM,06-Feb-2020 12:00 PM,22-Feb-2020 04:00 PM,"6,95,000",No,fixed,,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYA,PRAYAGRAJ,1.0,SBI Bank,"2,336",EXECUTIVE ENGINEER CD3 PWD PRAYAGRAJ,PRAYAGRAJ,Yes,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYA,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYAGRAJ,"Construction of Parvejabad to Pritu ka purwa (yadav basti, Pal basti) Link road","Construction of Parvejabad to Pritu ka purwa (yadav basti, Pal basti) Link road",as per nit ,NA ,"99,00,000",Civil Works - Roads,NA ,Tender,90.0,180.0,PRAYAGRAJ,211002.0,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAY ,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYAGRAJ ,03-Feb-2020 12:00 PM ,SUPERINTENDING ENGINEER PRAYAGRAJ CIRCLE PWD PRAYA,No ,No,12-Mar-2020,"INR 7,153,114",180.0,AJAY GOEL,18-Mar-2020 01:42 PM,Pritukapurwanaccp.pdf (215.00 KB),27.49 PER CENT BELOW,1.0,1583642.0,M/S SURESH KUMAR SINGH,INR,"7,153,114",1.0,1583432.0,J P CONSTRUCTION,06-Feb-2020 11:16 AM,Rejected-Finance,RATE,12-Mar-2020 04:44 PM,Finance,Summary,AJAY GOEL,22-Feb-2020 04:54 PM,finance_626534.pdf,BOQ Comparative Chart,VIPIN KUMAR RAI,Internal,AJAY GOEL,AJAY GOEL,12-Mar-2020 04:44 PM,finsummary_626534.pdf (214.92 KB),1.0,1579460.0,M/S SANJAY ENTERPRISES,"73,79,023.33",L2,Technical,Summary,AJAY GOEL,07-Feb-2020 04:02 PM,technical_626534.pdf,VIPIN KUMAR RAI,Internal,AJAY GOEL,AJAY GOEL,22-Feb-2020 01:30 PM,22-Feb-2020 04:00 PM,techsummary_626534.pdf (190.63 KB),,,
,,,,,,,,,,,,,,,,.pdf,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1581718.0,M/S ATUL KUMAR SHUKLA,06-Feb-2020 12:49 AM,Rejected-Finance,RATE,12-Mar-2020 04:44 PM,,,,,,,,,,,,,2.0,1581718.0,M/S ATUL KUMAR SHUKLA,"75,27,984.90",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1583951.0,M/s Gayatri Constructions,05-Feb-2020 11:55 PM,Rejected-Finance,RATE,12-Mar-2020 04:44 PM,,,,,,,,,,,,,3.0,1581759.0,SURESH CHANDRA,"98,05,814.42",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1583532.0,M/s Kamla Shanker,05-Feb-2020 04:57 PM,Rejected-Technical,DOCUMENT NOT QUALIFIED,22-Feb-2020 01:30 PM,,,,,,,,,,,,,4.0,1581821.0,Shivam Construction And Suppliers,"77,73,623.51",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1583781.0,M/S M.K. Tiwari,05-Feb-2020 09:13 PM,Rejected-Finance,RATE,12-Mar-2020 04:44 PM,,,,,,,,,,,,,5.0,1583432.0,J P CONSTRUCTION,"79,40,342.08",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1579460.0,M/S SANJAY ENTERPRISES,03-Feb-2020 07:21 PM,Rejected-Finance,RATE,12-Mar-2020 04:44 PM,,,,,,,,,,,,,6.0,1583489.0,m/s satish chandra jaiswal,"81,78,088.69",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1583489.0,m/s satish chandra jaiswal,05-Feb-2020 04:42 PM,Rejected-Finance,RATE,12-Mar-2020 04:44 PM,,,,,,,,,,,,,7.0,1583642.0,M/S SURESH KUMAR SINGH,"71,53,114.73",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1583642.0,M/S SURESH KUMAR SINGH,06-Feb-2020 11:32 AM,Accepted-AOC,27.49 PER CENT BELOW,18-Mar-2020 01:42 PM,,,,,,,,,,,,,8.0,1583781.0,M/S M.K. Tiwari,"4,66,821.87",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1583901.0,M/s Uma constractor,06-Feb-2020 12:24 AM,Rejected-Technical,DOCUMENT NOT QUALIFIED,22-Feb-2020 01:30 PM,,,,,,,,,,,,,9.0,1583951.0,M/s Gayatri Constructions,"77,95,326.52",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1581273.0,SAI ENTERPRISES,04-Feb-2020 02:16 PM,Rejected-Technical,DOCUMENT NOT QUALIFIED,22-Feb-2020 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
