Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Unnao||Construction Division-1, Hardoi",2601/10A/19 DT 23.12.19,2020_CEUCZ_422342_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FEE, EDM AND TACHNICAL DOCUMENTS",10-Jan-2020 04:00 PM,25-Jan-2020 12:30 PM,10-Jan-2020 04:00 PM,24-Jan-2020 12:00 PM,NA ,NA ,10-Jan-2020 04:00 PM,24-Jan-2020 12:00 PM,13-Feb-2020 02:00 PM,"2,57,000",Yes,fixed,,EXECUTIVE ENGINEER CD-1 PWD HARDOI,HARDOI,1.0,SBI Bank,944.0,EXECUTIVE ENGINEER CD-1 PWD HARDOI,HARDOI,No,EXECUTIVE ENGINEER CD-1 PWD HARDOI,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI,"Sandi Shahabad to Tibhunapur link road Km-1, 2(700)","Sandi Shahabad to Tibhunapur link road Km-1, 2(700)","Sandi Shahabad to Tibhunapur link road Km-1, 2(700) ",NA ,"25,70,000",Civil Works,NA ,Tender,90.0,60.0,HARDOI,241001.0,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI ,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI ,13-Jan-2020 03:00 PM ,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Unnao||Construction Division-1, Hardoi",2601/10A/19 DT 23.12.19,2020_CEUCZ_422342_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FEE, EDM AND TACHNICAL DOCUMENTS",10-Jan-2020 04:00 PM,25-Jan-2020 12:30 PM,10-Jan-2020 04:00 PM,24-Jan-2020 12:00 PM,NA ,NA ,10-Jan-2020 04:00 PM,24-Jan-2020 12:00 PM,13-Feb-2020 02:00 PM,"2,57,000",Yes,fixed,,EXECUTIVE ENGINEER CD-1 PWD HARDOI,HARDOI,1.0,SBI Bank,944.0,EXECUTIVE ENGINEER CD-1 PWD HARDOI,HARDOI,No,EXECUTIVE ENGINEER CD-1 PWD HARDOI,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI,"Sandi Shahabad to Tibhunapur link road Km-1, 2(700)","Sandi Shahabad to Tibhunapur link road Km-1, 2(700)","Sandi Shahabad to Tibhunapur link road Km-1, 2(700) ",NA ,"25,70,000",Civil Works,NA ,Tender,90.0,60.0,HARDOI,241001.0,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI ,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI ,13-Jan-2020 03:00 PM ,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD HARDOI,No ,No,17-Mar-2020,"INR 2,515,085.9",60.0,Har Dayal Ahirwar,24-Mar-2020 04:53 PM,183EE17032020.pdf (454.00 KB),183/EE/19-20 DT 17.03.2020,1.0,1563493.0,SANDEEP KUMAR TRIVEDI,INR,"2,515,085.9",1.0,1560743.0,Manish Kumar Singh,23-Jan-2020 07:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,Finance,LETTER,Har Dayal Ahirwar,13-Feb-2020 03:39 PM,None,BOQ Comparative Chart,HARDAYAL AHIRWAR,Internal,EE VIRENDRA CHAUDHARY EE SANJAY SRIVASTAVA EE HARDAYAL AHIRWAR,Har Dayal Ahirwar,27-Feb-2020 02:06 PM,finsummary_617656.pdf (17.02 KB),1.0,1563493.0,SANDEEP KUMAR TRIVEDI,"25,15,085.90",L1,Technical,LETTER,Har Dayal Ahirwar,13-Feb-2020 12:34 PM,technical_617656.pdf,HARDAYAL AHIRWAR,Internal,EE VIRENDRA CHAUDHARY EE SANJAY SRIVASTAVA EE HARDAYAL AHIRWAR,Har Dayal Ahirwar,13-Feb-2020 12:57 PM,13-Feb-2020 02:00 PM,techsummary_617656.pdf (17.02 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1553623.0,M/s Awadh Construction,24-Jan-2020 08:36 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,2.0,1563637.0,M/S VEERENDRA NATH,"25,17,603.50",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1557610.0,M/S PREM LATA SINGH CONTRACTOR,21-Jan-2020 01:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1562694.0,M/S SANKAT MOCHAN CONSTRUCTION,23-Jan-2020 04:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1551926.0,M/S SURAJ KUMAR VERMA,17-Jan-2020 04:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1563637.0,M/S VEERENDRA NATH,24-Jan-2020 08:52 AM,Rejected-Finance,REJECTED DUE TO HIGHER RATE,27-Feb-2020 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1562620.0,NIRBHAY KUMAR MISHRA,23-Jan-2020 03:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1563493.0,SANDEEP KUMAR TRIVEDI,24-Jan-2020 09:00 AM,Accepted-AOC,L1,24-Mar-2020 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1557624.0,SHRI VIJENDRA SINGH,21-Jan-2020 01:14 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1563596.0,S M Constructions,23-Jan-2020 10:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Feb-2020 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
