Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Ambedkar Nagar,5445/Tender Date 01.11.2019,2019_CEUFZ_402082_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Document,11-Nov-2019 12:00 PM,18-Nov-2019 03:00 PM,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,NA ,NA ,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,20-Nov-2019 03:00 PM,"85,000",Yes,fixed,,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,1.0,SBI Bank,826.0,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,No,E.E. PD PWD Ambedkar Nagar,Office of the E.E. PD PWD Ambedkar Nagar,Patch Repair of Village Roads In Block Bashkhari District Ambedkar Nagar,Patch Repair of Village Roads In Block Bashkhari District Ambedkar Nagar,Please refer Tender documents. ,NA ,"8,25,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Ambedkar Nagar,224122.0,Office of the E.E. PD PWD Ambedkar Nagar ,E.E. PD PWD Ambedkar Nagar ,13-Nov-2019 12:00 PM ,Office of the E.E. PD PWD Ambedkar Nagar,No ,No,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Ambedkar Nagar,5445/Tender Date 01.11.2019,2019_CEUFZ_402082_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Document,11-Nov-2019 12:00 PM,18-Nov-2019 03:00 PM,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,NA ,NA ,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,20-Nov-2019 03:00 PM,"85,000",Yes,fixed,,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,1.0,SBI Bank,826.0,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,No,E.E. PD PWD Ambedkar Nagar,Office of the E.E. PD PWD Ambedkar Nagar,Patch Repair of Village Roads In Block Bashkhari District Ambedkar Nagar,Patch Repair of Village Roads In Block Bashkhari District Ambedkar Nagar,Please refer Tender documents. ,NA ,"8,25,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Ambedkar Nagar,224122.0,Office of the E.E. PD PWD Ambedkar Nagar ,E.E. PD PWD Ambedkar Nagar ,13-Nov-2019 12:00 PM ,Office of the E.E. PD PWD Ambedkar Nagar,No ,No,05-Mar-2020,"INR 607,178",30.0,Saurabh Singh,18-Mar-2020 08:23 PM,SudhanshuConPathBashkhari.pdf (239.00 KB),Below (-) 26.10 Percentage,1.0,1460491.0,SUDHAKAR DIVVEDI THEKEDAR,INR,"607,178",1.0,1459717.0,Brijesh Singh Contractor,16-Nov-2019 10:02 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,Finance,Summarysheets,Saurabh Singh,18-Dec-2019 04:54 PM,finance_584084.pdf,BOQ Comparative Chart,Er Shankarshan lal,Internal,Er. Shashipal Baudh,Saurabh Singh,18-Dec-2019 05:12 PM,finsummary_584084.pdf (18.86 KB),1.0,1458832.0,SAGHIR AHMAD,"7,06,644.80",L6,Technical,Officeorder,Saurabh Singh,20-Nov-2019 01:24 PM,technical_584084.pdf,Er Shankarshan lal,Internal,Er. Shashipal Baudh,Saurabh Singh,20-Nov-2019 02:04 PM,20-Nov-2019 03:00 PM,techsummary_584084.pdf (19.24 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1460964.0,M/s Avadhesh Kumar Dwivedi,18-Nov-2019 03:13 AM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,2.0,1459010.0,M/S R.P.Construction,"7,92,839.03",L11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1460812.0,Ms Damyanti Construction,17-Nov-2019 06:48 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,3.0,1459650.0,SHRI BABLU,"6,58,576.52",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1460705.0,M/S RAJESH KUMAR MAURYA,17-Nov-2019 06:36 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,4.0,1459717.0,Brijesh Singh Contractor,"7,12,807.40",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1459010.0,M/S R.P.Construction,18-Nov-2019 09:59 AM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,5.0,1459828.0,VIBHA SINGH,"6,56,933.16",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1460175.0,M/S SHIV KUMAR GUPTA,17-Nov-2019 12:50 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,6.0,1460175.0,M/S SHIV KUMAR GUPTA,"8,11,409.00",L12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1460331.0,M/s Verma Construction Co.,17-Nov-2019 03:02 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,7.0,1460331.0,M/s Verma Construction Co.,"7,55,945.60",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1460848.0,RAM ACHAL,17-Nov-2019 08:14 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,8.0,1460362.0,RAM MOR VERMA,"8,17,571.60",L14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1460362.0,RAM MOR VERMA,18-Nov-2019 09:14 AM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,9.0,1460491.0,SUDHAKAR DIVVEDI THEKEDAR,"6,07,221.52",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1458832.0,SAGHIR AHMAD,16-Nov-2019 02:10 PM,Rejected-Finance,Higher Rate,18-Dec-2019 05:12 PM,,,,,,,,,,,,,10.0,1460639.0,SEETARAM,"6,58,576.52",L3,,,,,,,,,,,,,,,
