Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,6060/14M-AC/2019 dated-09-12-2019,2020_CEAGR_420489_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,06-Jan-2020 11:40 AM,14-Jan-2020 12:30 PM,06-Jan-2020 11:40 AM,13-Jan-2020 12:30 PM,NA ,NA ,06-Jan-2020 11:40 AM,13-Jan-2020 12:30 PM,25-Jan-2020 03:00 PM,"25,00,000",No,fixed,,Executive Engineer Provincial Division PWD,Mathura,1.0,SBI Bank,"2,336",Executive Engineer Provincial Division PWD,Mathura,No,Superintending Engineer,198 Takkar Road Pwd Agra,Widening and Strengthening work of Mathura Vrindavan Road (MDR 123) in District Mathura,Widening and Strengthening work of Mathura Vrindavan Road (MDR 123) in District Mathura,Construction Works ,NA ,"12,50,00,000",Civil Works,NA ,Tender,120.0,365.0,Mathura,281001.0,Agra ,Office Of The Superintending Engineer Agra Circle 198 Takkar Road Pwd Agra ,08-Jan-2020 03:00 PM ,Agra,No ,No,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,6060/14M-AC/2019 dated-09-12-2019,2020_CEAGR_420489_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,06-Jan-2020 11:40 AM,14-Jan-2020 12:30 PM,06-Jan-2020 11:40 AM,13-Jan-2020 12:30 PM,NA ,NA ,06-Jan-2020 11:40 AM,13-Jan-2020 12:30 PM,25-Jan-2020 03:00 PM,"25,00,000",No,fixed,,Executive Engineer Provincial Division PWD,Mathura,1.0,SBI Bank,"2,336",Executive Engineer Provincial Division PWD,Mathura,No,Superintending Engineer,198 Takkar Road Pwd Agra,Widening and Strengthening work of Mathura Vrindavan Road (MDR 123) in District Mathura,Widening and Strengthening work of Mathura Vrindavan Road (MDR 123) in District Mathura,Construction Works ,NA ,"12,50,00,000",Civil Works,NA ,Tender,120.0,365.0,Mathura,281001.0,Agra ,Office Of The Superintending Engineer Agra Circle 198 Takkar Road Pwd Agra ,08-Jan-2020 03:00 PM ,Agra,No ,No,13-Mar-2020,"INR 78,731,475",365.0,Yogesh Panwar,13-Mar-2020 12:52 PM,AOC.pdf (808.00 KB),Preparation Bond for Rs. 78731475.00 Only,1.0,1536342.0,M/S G.G. INFRATECH,INR,"78,731,475",1.0,1537185.0,Krishna Infratec,13-Jan-2020 12:20 PM,Rejected-Finance,Rejected due to higher Rates,13-Mar-2020 12:50 PM,Finance,Summary,Yogesh Panwar,25-Jan-2020 05:08 PM,None,BOQ Comparative Chart,Yogesh Panwar,Internal,SE Yogesh Panwar EE Sanasvir EE Brijesh Kumar Deepak,Yogesh Panwar,13-Mar-2020 12:50 PM,finsummary_614733.pdf (32.67 KB),1.0,1534479.0,NATIONAL HIGHWAY CONST.CO.,"9,25,68,250.00",L5,Technical,Summary,Yogesh Panwar,14-Jan-2020 03:50 PM,None,Yogesh Panwar,Internal,SE Yogesh Panwar EE Sanasvir EE Brijesh Kumar Deepak,Yogesh Panwar,25-Jan-2020 10:21 AM,25-Jan-2020 03:00 PM,techsummary_614733.pdf (262.95 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1542693.0,M/s Akash Deep Construction Compnay,12-Jan-2020 05:03 PM,Rejected-Finance,Rejected due to higher Rates,13-Mar-2020 12:50 PM,,,,,,,,,,,,,2.0,1536342.0,M/S G.G. INFRATECH,"9,02,32,738.50",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1536342.0,M/S G.G. INFRATECH,12-Jan-2020 03:56 PM,Accepted-AOC,Preparation Bond for Rs. 78731475.00 Only,13-Mar-2020 12:52 PM,,,,,,,,,,,,,3.0,1536835.0,shree ram stone supliers,"10,57,96,990.00",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1537782.0,M/S GOVERDHAN ASSOCIATES,10-Jan-2020 01:35 PM,Rejected-Finance,Rejected due to higher Rates,13-Mar-2020 12:50 PM,,,,,,,,,,,,,4.0,1537185.0,Krishna Infratec,"9,04,55,200.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1543770.0,M/s Hanu Infrastructure Pvt Ltd,13-Jan-2020 11:38 AM,Rejected-Technical,Technical Bid Non responsive,25-Jan-2020 10:21 AM,,,,,,,,,,,,,5.0,1537782.0,M/S GOVERDHAN ASSOCIATES,"10,09,79,175.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1542138.0,M/S RISHIKA CONSTRUCTION,13-Jan-2020 10:31 AM,Rejected-Technical,Technical Bid Non responsive,25-Jan-2020 10:21 AM,,,,,,,,,,,,,6.0,1539492.0,M/s Shubh Construction,"9,31,88,700.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1541236.0,M/S SHREE RAM CONSTRUCTION,12-Jan-2020 03:39 PM,Rejected-Finance,Rejected due to higher Rates,13-Mar-2020 12:50 PM,,,,,,,,,,,,,7.0,1541236.0,M/S SHREE RAM CONSTRUCTION,"9,60,03,115.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1539492.0,M/s Shubh Construction,13-Jan-2020 10:37 AM,Rejected-Finance,Rejected due to higher Rates,13-Mar-2020 12:50 PM,,,,,,,,,,,,,8.0,1541551.0,Navnirman SSR Pathways Pvt Ltd,"8,86,04,635.55",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1534479.0,NATIONAL HIGHWAY CONST.CO.,12-Jan-2020 11:14 PM,Rejected-Finance,Rejected due to higher Rates,13-Mar-2020 12:50 PM,,,,,,,,,,,,,9.0,1542693.0,M/s Akash Deep Construction Compnay,"9,55,71,050.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1541551.0,Navnirman SSR Pathways Pvt Ltd,13-Jan-2020 11:45 AM,Rejected-Finance,As per office order no_1000/14M-AC/2020 dated 15-02-2020,13-Mar-2020 12:50 PM,,,,,,,,,,,,,10.0,1543258.0,Preeti Buildcon Private Limited,"9,03,08,715.00",L3,,,,,,,,,,,,,,,
