Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||CONSTRUCTION DIVISION 1 -TT- PWD AGRA,2720/15Mg Dt 21-11-2019,2020_CEAGR_420553_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,06-Jan-2020 02:00 PM,14-Jan-2020 12:00 PM,06-Jan-2020 02:10 PM,13-Jan-2020 12:30 PM,NA ,NA ,06-Jan-2020 02:10 PM,13-Jan-2020 12:30 PM,21-Jan-2020 03:30 PM,"2,30,000",Yes,fixed,,"Executive Engineer Cont. Div.-1(TTZ), PWD Agra",Agra,1.0,SBI Bank,900.0,"Executive Engineer Cont. Div.-1(TTZ), PWD Agra",Agra,No,Executive Engineer,"Executive Engineer Cont. Div.-1(TTZ), PWD Agra",New Construction work of Fatehabad-Rehawali Road to Biharipur Road,New Construction work of Fatehabad-Rehawali Road to Biharipur Road,Please refer Tender documents. ,NA ,"23,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra",282001.0,CD-1(TTZ) PWD AGRA ,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra ",08-Jan-2020 12:00 PM ,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra",No ,No,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||CONSTRUCTION DIVISION 1 -TT- PWD AGRA,2720/15Mg Dt 21-11-2019,2020_CEAGR_420553_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,06-Jan-2020 02:00 PM,14-Jan-2020 12:00 PM,06-Jan-2020 02:10 PM,13-Jan-2020 12:30 PM,NA ,NA ,06-Jan-2020 02:10 PM,13-Jan-2020 12:30 PM,21-Jan-2020 03:30 PM,"2,30,000",Yes,fixed,,"Executive Engineer Cont. Div.-1(TTZ), PWD Agra",Agra,1.0,SBI Bank,900.0,"Executive Engineer Cont. Div.-1(TTZ), PWD Agra",Agra,No,Executive Engineer,"Executive Engineer Cont. Div.-1(TTZ), PWD Agra",New Construction work of Fatehabad-Rehawali Road to Biharipur Road,New Construction work of Fatehabad-Rehawali Road to Biharipur Road,Please refer Tender documents. ,NA ,"23,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra",282001.0,CD-1(TTZ) PWD AGRA ,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra ",08-Jan-2020 12:00 PM ,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra",No ,No,03-Mar-2020,"INR 1,661,091.56",90.0,NARESH KUMAR,03-Mar-2020 05:59 PM,Biharipur.pdf (294.00 KB),Prepare for Acceptance Rs. 1661091.56 Only,1.0,1543348.0,HARIBHAN SINGH CONTRACTOR,INR,"1,661,091.56",1.0,1543432.0,HARENDRA SINGH,12-Jan-2020 04:49 PM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,Finance,Summary,NARESH KUMAR,03-Mar-2020 05:47 PM,None,BOQ Comparative Chart,Yogesh Pawar SE,Internal,Yogesh Pawar SE Naresh Kumar EE Jitendra Pal Singh EE,NARESH KUMAR,03-Mar-2020 05:55 PM,finsummary_614814.pdf (18.51 KB),1.0,1541718.0,SHRI KESHAV DEV,"16,95,693.16",L4,Technical,Summary,NARESH KUMAR,14-Jan-2020 02:29 PM,None,Yogesh Pawar SE,Internal,Yogesh Pawar SE Naresh Kumar EE Jitendra Pal Singh EE,NARESH KUMAR,21-Jan-2020 02:02 PM,21-Jan-2020 03:30 PM,techsummary_614814.pdf (18.51 KB),,,
,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1543348.0,HARIBHAN SINGH CONTRACTOR,12-Jan-2020 03:09 PM,Accepted-AOC,Prepare for Acceptance Rs. 1661091.56 Only,03-Mar-2020 05:59 PM,,,,,,,,,,,,,2.0,1542431.0,M/S RAJ RAJESHWARI CONSTRUCTION,"17,64,681.43",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1543673.0,M/s Hridayesh Kumar Sharma,13-Jan-2020 11:22 AM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,,,,,,,,,,,,,3.0,1543179.0,M/S Satendra pratap singh,"16,65,174.98",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1542567.0,M/S JITENDRA SHARMA CONTRACTOR AND SUPPLIERS,11-Jan-2020 08:08 PM,Rejected-Technical,Technical Bid Not Qualify,21-Jan-2020 02:02 PM,,,,,,,,,,,,,4.0,1543348.0,HARIBHAN SINGH CONTRACTOR,"16,61,091.56",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1542431.0,M/S RAJ RAJESHWARI CONSTRUCTION,12-Jan-2020 05:02 PM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,,,,,,,,,,,,,5.0,1543432.0,HARENDRA SINGH,"16,84,947.32",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1543179.0,M/S Satendra pratap singh,12-Jan-2020 06:52 PM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,,,,,,,,,,,,,6.0,1543673.0,M/s Hridayesh Kumar Sharma,"17,29,005.25",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1543982.0,M/S UDAY SINGH,13-Jan-2020 09:15 AM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,,,,,,,,,,,,,7.0,1543758.0,NARWAR CONSTRACTION,"19,10,394.99",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1543758.0,NARWAR CONSTRACTION,13-Jan-2020 10:16 AM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,,,,,,,,,,,,,8.0,1543982.0,M/S UDAY SINGH,"17,59,738.35",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1541718.0,SHRI KESHAV DEV,10-Jan-2020 04:52 PM,Rejected-Finance,Due to High Rate,03-Mar-2020 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEAGR_420553_1,2720/15Mg Dt 21-11-2019,New Construction work of Fatehabad-Rehawali Road to Biharipur Road
