Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Varanasi Zone||S.E. Mirzapur Circle,PWD, Mirzapur||PROVINCIAL DIVISON PWD SANT RAVIDAS NAGAR",17/24A date 04.01.2020,2020_CEUVZ_430944_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical dacument,04-Feb-2020 01:00 PM,10-Feb-2020 03:00 PM,04-Feb-2020 01:00 PM,10-Feb-2020 12:00 PM,NA ,NA ,04-Feb-2020 01:00 PM,10-Feb-2020 12:00 PM,24-Feb-2020 06:00 PM,"40,000",Yes,fixed,,ee pd pwd bhadohi,ee pd pwd bhadohi,1.0,SBI Bank,950.0,ee pd pwd bhadohi,ee pd pwd bhadohi,No,ee pd pwd bhadohi,ee pd pwd bhadohi,sr of gopiganj chilh road to bade shiv mandir lot-8,sr of gopiganj chilh road to bade shiv mandir lot-8,plz preefer tender dacument ,NA ,"4,00,000",Civil Works - Roads,road ,Tender,90.0,60.0,bhadohi,221304.0,NA ,NA ,NA ,ee pd wpd bhadohi,No ,No,"Chief Engineer PWD Varanasi Zone||S.E. Mirzapur Circle,PWD, Mirzapur||PROVINCIAL DIVISON PWD SANT RAVIDAS NAGAR",17/24A date 04.01.2020,2020_CEUVZ_430944_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical dacument,04-Feb-2020 01:00 PM,10-Feb-2020 03:00 PM,04-Feb-2020 01:00 PM,10-Feb-2020 12:00 PM,NA ,NA ,04-Feb-2020 01:00 PM,10-Feb-2020 12:00 PM,24-Feb-2020 06:00 PM,"40,000",Yes,fixed,,ee pd pwd bhadohi,ee pd pwd bhadohi,1.0,SBI Bank,950.0,ee pd pwd bhadohi,ee pd pwd bhadohi,No,ee pd pwd bhadohi,ee pd pwd bhadohi,sr of gopiganj chilh road to bade shiv mandir lot-8,sr of gopiganj chilh road to bade shiv mandir lot-8,plz preefer tender dacument ,NA ,"4,00,000",Civil Works - Roads,road ,Tender,90.0,60.0,bhadohi,221304.0,NA ,NA ,NA ,ee pd wpd bhadohi,No ,No,21-Mar-2020,"INR 207,822",60.0,Heeramani Verma,21-Mar-2020 06:44 AM,shyam.pdf (976.00 KB),l1 accepted due to lowestrate,1.0,1587882.0,SHRI SHYAM CONSTRUCTION,INR,"207,822",1.0,1585144.0,ANSH CONSTRUCTION,06-Feb-2020 05:51 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,Finance,finecial responsive,Heeramani Verma,25-Feb-2020 12:24 PM,None,BOQ Comparative Chart,ee,Internal,e,Heeramani Verma,04-Mar-2020 01:27 PM,finsummary_632321.pdf (201.98 KB),1.0,1585144.0,ANSH CONSTRUCTION,"2,34,426.00",l2,Technical,out of 9 trnders found 9 tenders responsive,Heeramani Verma,24-Feb-2020 01:55 PM,None,ee,Internal,ee,Heeramani Verma,24-Feb-2020 05:16 PM,24-Feb-2020 06:00 PM,techsummary_632321.pdf (201.98 KB),,,
,,,,,,,,,,,,,,,,.pdf,dd fdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,dd fdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1587728.0,ASHOK KUMAR SINGH,08-Feb-2020 07:30 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,2.0,1585736.0,M/s Krishna Construction,"2,47,306.26",l6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,finecial dacument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finecial dacument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1587721.0,DEEPAK CONTRUCTION,08-Feb-2020 07:36 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,3.0,1585966.0,KAILASH NATH MISHRA,"2,87,079.66",l7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1585966.0,KAILASH NATH MISHRA,07-Feb-2020 03:29 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,4.0,1586923.0,VIJAY CONSTRUCTION,"2,23,626.60",l4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1585736.0,M/s Krishna Construction,07-Feb-2020 06:04 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,5.0,1587645.0,M/S Kumar Constructions,"2,39,957.40",l5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1587645.0,M/S Kumar Constructions,08-Feb-2020 06:50 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,6.0,1587721.0,DEEPAK CONTRUCTION,"2,44,698.60",l8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1588348.0,SARVESH PRAKASH TIWARI,09-Feb-2020 01:16 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,7.0,1587728.0,ASHOK KUMAR SINGH,"2,44,988.34",l9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1587882.0,SHRI SHYAM CONSTRUCTION,09-Feb-2020 07:36 PM,Accepted-AOC,l1 accepted due tolowest rate,21-Mar-2020 06:44 AM,,,,,,,,,,,,,8.0,1587882.0,SHRI SHYAM CONSTRUCTION,"2,07,822.60",l1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1586923.0,VIJAY CONSTRUCTION,08-Feb-2020 12:26 PM,Rejected-Finance,rejected,04-Mar-2020 01:27 PM,,,,,,,,,,,,,9.0,1588348.0,SARVESH PRAKASH TIWARI,"2,47,859.40",l3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEUVZ_430944_1,17/24A date 04.01.2020,sr of gopiganj chilh road to bade shiv mandir lot-8
