Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Varanasi Zone||S.E. Mirzapur Circle,PWD, Mirzapur||PROVINCIAL DIVISON PWD SANT RAVIDAS NAGAR",17/24A date 04.01.2020,2020_CEUVZ_430835_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical dacument,04-Feb-2020 09:00 AM,10-Feb-2020 03:00 PM,04-Feb-2020 09:00 AM,10-Feb-2020 12:00 PM,NA ,NA ,04-Feb-2020 09:00 AM,10-Feb-2020 12:00 PM,24-Feb-2020 06:00 PM,"35,000",Yes,fixed,,ee pd pwd bhadohi,ee pd pwd bhadohi,1.0,SBI Bank,950.0,ee pd pwd bhadohi,ee pd pwd bhadohi,No,ee pd pwd bhadohi,ee pd pwd bhadohi,sr of mamhar babhanuti road to badhauna shobhnath shukla lot-7,sr of mamhar babhanuti road to badhauna shobhnath shukla lot-7,plz prefer tender dacument ,NA ,"3,50,000",Civil Works - Roads,road ,Tender,90.0,60.0,bhadohi,221304.0,NA ,NA ,NA ,ee pd pwd bhadohi,No ,No,"Chief Engineer PWD Varanasi Zone||S.E. Mirzapur Circle,PWD, Mirzapur||PROVINCIAL DIVISON PWD SANT RAVIDAS NAGAR",17/24A date 04.01.2020,2020_CEUVZ_430835_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical dacument,04-Feb-2020 09:00 AM,10-Feb-2020 03:00 PM,04-Feb-2020 09:00 AM,10-Feb-2020 12:00 PM,NA ,NA ,04-Feb-2020 09:00 AM,10-Feb-2020 12:00 PM,24-Feb-2020 06:00 PM,"35,000",Yes,fixed,,ee pd pwd bhadohi,ee pd pwd bhadohi,1.0,SBI Bank,950.0,ee pd pwd bhadohi,ee pd pwd bhadohi,No,ee pd pwd bhadohi,ee pd pwd bhadohi,sr of mamhar babhanuti road to badhauna shobhnath shukla lot-7,sr of mamhar babhanuti road to badhauna shobhnath shukla lot-7,plz prefer tender dacument ,NA ,"3,50,000",Civil Works - Roads,road ,Tender,90.0,60.0,bhadohi,221304.0,NA ,NA ,NA ,ee pd pwd bhadohi,No ,No,21-Mar-2020,"INR 211,092",60.0,Heeramani Verma,21-Mar-2020 06:49 AM,gngotri.pdf (983.00 KB),l1 accepted due to lowest rate,1.0,1588488.0,GANGOTRI CONSTRUCTION,INR,"211,092",1.0,1585135.0,ANSH CONSTRUCTION,10-Feb-2020 11:02 AM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,Finance,finecial responsive,Heeramani Verma,25-Feb-2020 01:05 PM,None,BOQ Comparative Chart,ee,Internal,ee,Heeramani Verma,04-Mar-2020 01:15 PM,finsummary_632049.pdf (220.53 KB),1.0,1585135.0,ANSH CONSTRUCTION,"2,13,792.00",l2,Technical,out of 9 tender 9 tender found responsive,Heeramani Verma,24-Feb-2020 01:34 PM,None,ee,Internal,ee,Heeramani Verma,24-Feb-2020 05:16 PM,24-Feb-2020 06:00 PM,techsummary_632049.pdf (220.53 KB),,,
,,,,,,,,,,,,,,,,.pdf,dd fdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,dd fdr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1587746.0,DEEPAK CONTRUCTION,08-Feb-2020 07:50 PM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,2.0,1585350.0,M/s Krishna Construction,"2,51,606.46",l3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,finecaila dacument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finecaila dacument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1588488.0,GANGOTRI CONSTRUCTION,09-Feb-2020 02:51 PM,Accepted-AOC,l1 accepted due to lowest rate,21-Mar-2020 06:49 AM,,,,,,,,,,,,,3.0,1585611.0,M/s Shiv Shakti Construction,"2,40,649.62",l8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1585957.0,KAILASH NATH MISHRA,07-Feb-2020 03:26 PM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,4.0,1585957.0,KAILASH NATH MISHRA,"2,37,870.32",l3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1585350.0,M/s Krishna Construction,07-Feb-2020 05:45 PM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,5.0,1587530.0,MUDIT CONSTRUCTION,"2,35,972.92",l4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1587697.0,M/S Kumar Constructions,08-Feb-2020 07:16 PM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,6.0,1587697.0,M/S Kumar Constructions,"2,41,852.20",l6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1585611.0,M/s Shiv Shakti Construction,07-Feb-2020 11:11 AM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,7.0,1587746.0,DEEPAK CONTRUCTION,"2,48,265.96",l5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1587530.0,MUDIT CONSTRUCTION,09-Feb-2020 04:41 PM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,8.0,1588241.0,SARVESH PRAKASH TIWARI,"2,53,584.04",l7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1588241.0,SARVESH PRAKASH TIWARI,09-Feb-2020 12:39 PM,Rejected-Finance,rejected,04-Mar-2020 01:15 PM,,,,,,,,,,,,,9.0,1588488.0,GANGOTRI CONSTRUCTION,"2,11,092.88",l1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEUVZ_430835_1,17/24A date 04.01.2020,sr of mamhar babhanuti road to badhauna shobhnath shukla lot-7
