Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Ambedkar Nagar,5445/Tender Date 01.11.2019,2019_CEUFZ_402082_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Document,11-Nov-2019 12:00 PM,18-Nov-2019 03:00 PM,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,NA ,NA ,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,20-Nov-2019 03:00 PM,"18,000",Yes,fixed,,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,1.0,SBI Bank,737.0,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,No,E.E. PD PWD Ambedkar Nagar,Office of the E.E. PD PWD Ambedkar Nagar,Supply and Fixing of Tiles and Building Painting and Colouring work of Tahsildar Tanda Awasiya Bhawan Under Tahsil Tanda,Supply and Fixing of Tiles and Building Painting and Colouring work of Tahsildar Tanda Awasiya Bhawan Under Tahsil Tanda,Please refer Tender documents. ,NA ,"1,80,000",Civil Works,NA ,Tender,90.0,30.0,Ambedkar Nagar,224122.0,Office of the E.E. PD PWD Ambedkar Nagar ,E.E. PD PWD Ambedkar Nagar ,13-Nov-2019 12:00 PM ,Office of the E.E. PD PWD Ambedkar Nagar,No ,No,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Ambedkar Nagar,5445/Tender Date 01.11.2019,2019_CEUFZ_402082_7,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Document,11-Nov-2019 12:00 PM,18-Nov-2019 03:00 PM,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,NA ,NA ,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,20-Nov-2019 03:00 PM,"18,000",Yes,fixed,,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,1.0,SBI Bank,737.0,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,No,E.E. PD PWD Ambedkar Nagar,Office of the E.E. PD PWD Ambedkar Nagar,Supply and Fixing of Tiles and Building Painting and Colouring work of Tahsildar Tanda Awasiya Bhawan Under Tahsil Tanda,Supply and Fixing of Tiles and Building Painting and Colouring work of Tahsildar Tanda Awasiya Bhawan Under Tahsil Tanda,Please refer Tender documents. ,NA ,"1,80,000",Civil Works,NA ,Tender,90.0,30.0,Ambedkar Nagar,224122.0,Office of the E.E. PD PWD Ambedkar Nagar ,E.E. PD PWD Ambedkar Nagar ,13-Nov-2019 12:00 PM ,Office of the E.E. PD PWD Ambedkar Nagar,No ,No,29-Jan-2020,"INR 120,795",30.0,Saurabh Singh,29-Feb-2020 09:56 AM,VKConstructionWorkSupplyandFixingTilesAndBuildingPaintingandColuringWorkofTahsilTandaTahsildarBhawan.pdf (906.00 KB),Tender Rate (-) 31.51 Pecentage,1.0,1460576.0,M/S VK CONSTRUCTION CO.,INR,"120,795",1.0,1458393.0,KDBB,15-Nov-2019 06:46 PM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,Finance,Summarysheet,Saurabh Singh,18-Dec-2019 06:19 PM,finance_584093.pdf,BOQ Comparative Chart,Er Shankarshan lal,Internal,Er. Shashipal Baudh,Saurabh Singh,18-Dec-2019 06:30 PM,finsummary_584093.pdf (18.86 KB),1.0,1449929.0,SHRI BABLU,"1,41,095.62",L4,Technical,Officeorder,Saurabh Singh,20-Nov-2019 01:47 PM,technical_584093.pdf,Er Shankarshan lal,Internal,Er. Shashipal Baudh,Saurabh Singh,20-Nov-2019 01:52 PM,20-Nov-2019 03:00 PM,techsummary_584093.pdf (19.24 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1459687.0,M/S AMJED KHA CONTRACTOR,18-Nov-2019 08:02 AM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,2.0,1456044.0,M/S KUDASIYA CONSTRUCTION WORKS,"1,41,095.62",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1460859.0,Ms Damyanti Construction,17-Nov-2019 07:06 PM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,3.0,1458393.0,KDBB,"1,73,688.70",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1456044.0,M/S KUDASIYA CONSTRUCTION WORKS,18-Nov-2019 10:41 AM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,4.0,1458816.0,SAGHIR AHMAD,"1,75,487.67",L11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1460832.0,M/S RAJESH KUMAR MAURYA,18-Nov-2019 07:55 AM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,5.0,1459534.0,MS SUNIL KUMAR SINGH,"1,65,787.35",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1460127.0,M/S SHIV KUMAR GUPTA,17-Nov-2019 12:37 PM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,6.0,1459687.0,M/S AMJED KHA CONTRACTOR,"1,67,551.04",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1459534.0,MS SUNIL KUMAR SINGH,16-Nov-2019 07:22 PM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,7.0,1459820.0,VIBHA SINGH,"1,37,656.41",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1460576.0,M/S VK CONSTRUCTION CO.,17-Nov-2019 04:09 PM,Accepted-AOC,First Lowest Rate,29-Feb-2020 09:57 AM,,,,,,,,,,,,,8.0,1460127.0,M/S SHIV KUMAR GUPTA,"1,38,009.15",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1460811.0,RAM ACHAL,17-Nov-2019 08:29 PM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,9.0,1460258.0,YOGENDRA KUMAR,"1,41,095.62",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1460375.0,RAM MOR VERMA,18-Nov-2019 11:53 AM,Rejected-Finance,Higher Rate,18-Dec-2019 06:30 PM,,,,,,,,,,,,,10.0,1460375.0,RAM MOR VERMA,"1,67,551.04",L8,,,,,,,,,,,,,,,
