Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
U P Irrigation Department (Civil)||Chief Engineer (Investigation and Planning) Flood Lucknow||S.E. FMISC Lucknow,15/FMISC/UPWSRP-II/NCB/ Skilled and Un-skilled/201,2018_UPIDC_236013_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,06-Aug-2018 09:00 AM,04-Sep-2018 03:30 PM,06-Aug-2018 09:00 AM,04-Sep-2018 02:00 PM,NA ,NA ,06-Aug-2018 12:00 PM,04-Sep-2018 02:00 PM,12-Sep-2018 12:00 PM,"50,000",No,fixed,,"Financial Management Expert, PACT, UPWSRP-II",Lucknow,1.0,DD - Demand Draft,"1,180","Financial Management Expert, PACT, UPWSRP-II",Lucknow,No,Executive Engineer,"Committee Hall, FMISC, 1st Floor, Dr. Ram Manohar Lohia Parikalp Bhawan, Telibagh, Lucknow-226025",Hiring agency for providing Services of Skilled and Unskilled persons for FMISC office,Hiring agency for providing Services of Skilled and Unskilled persons for FMISC office,Please refer Tender documents. ,NA ,"25,00,000",Manpower Supply,NA ,Tender,90.0,540.0,Lucknow,226025.0,NA ,NA ,NA ,"Committee Hall, FMIS Centre, Lucknow",No ,No,U P Irrigation Department (Civil)||Chief Engineer (Investigation and Planning) Flood Lucknow||S.E. FMISC Lucknow,15/FMISC/UPWSRP-II/NCB/ Skilled and Un-skilled/201,2018_UPIDC_236013_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,06-Aug-2018 09:00 AM,04-Sep-2018 03:30 PM,06-Aug-2018 09:00 AM,04-Sep-2018 02:00 PM,NA ,NA ,06-Aug-2018 12:00 PM,04-Sep-2018 02:00 PM,12-Sep-2018 12:00 PM,"50,000",No,fixed,,"Financial Management Expert, PACT, UPWSRP-II",Lucknow,1.0,DD - Demand Draft,"1,180","Financial Management Expert, PACT, UPWSRP-II",Lucknow,No,Executive Engineer,"Committee Hall, FMISC, 1st Floor, Dr. Ram Manohar Lohia Parikalp Bhawan, Telibagh, Lucknow-226025",Hiring agency for providing Services of Skilled and Unskilled persons for FMISC office,Hiring agency for providing Services of Skilled and Unskilled persons for FMISC office,Please refer Tender documents. ,NA ,"25,00,000",Manpower Supply,NA ,Tender,90.0,540.0,Lucknow,226025.0,NA ,NA ,NA ,"Committee Hall, FMIS Centre, Lucknow",No ,No,31-May-2019,"INR 2,705,755",540.0,Ram Prakash Prajapati,18-Feb-2020 12:11 PM,AOCofUnskilled.pdf (223.00 KB),Hiring agency for providing Services of Skilled and Unskilled persons for FMISC office,1.0,840808.0,Tarun Associates,INR,"2,705,755",1.0,840565.0,A Square,03-Sep-2018 01:23 PM,Rejected-Finance,2nd rank,30-May-2019 04:30 PM,Finance,Financial Bid Opening Summary,Ram Prakash Prajapati,12-Sep-2018 01:16 PM,finance_327987.pdf,"CE,InP,Flood,IDUP",Internal,"1-SE, FMISC 2-EE, FMISC 3-EE, ISO 4- Procurement Expert, PACT 5- FME, PACT",Ram Prakash Prajapati,30-May-2019 04:30 PM,finsummary_327987.pdf (533.03 KB),1.0,833405.0,Task4 Securitas India Pvt.Ltd.,"25,50,000.00",4.0,Technical,Technical Bid opening,Ram Prakash Prajapati,04-Sep-2018 04:59 PM,technical_327987.pdf,CE InP Flood IDUP,Internal,"1- SE, FMISC, 2-EE, FMISC, 3-EE, ISO, 4-Procurement, Expert, PACT, 5- FME, PACT",Ram Prakash Prajapati,10-Sep-2018 06:06 PM,12-Sep-2018 12:00 PM,techsummary_327987.pdf (298.16 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Bid,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Bid,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,842001.0,BISHEN INFRA,04-Sep-2018 12:38 PM,Rejected-Technical,Non-Responsive,10-Sep-2018 06:06 PM,,,,,,,,,,,,2.0,836861.0,GUJARAT INFOTECH LIMITED,"25,66,250.00",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,841925.0,ex-service man young man s s s s s s ltd,04-Sep-2018 12:48 PM,Rejected-Technical,Tender fee is not in favor of required,10-Sep-2018 06:06 PM,,,,,,,,,,,,3.0,840565.0,A Square,"25,25,250.00",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,836861.0,GUJARAT INFOTECH LIMITED,04-Sep-2018 11:56 AM,Rejected-Finance,6th rank,30-May-2019 04:30 PM,,,,,,,,,,,,4.0,840689.0,PRASIDDHI ENTERPRISES,"25,51,250.00",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,841031.0,MAAN COMPUTERS,03-Sep-2018 05:51 PM,Rejected-Technical,Tender fee and bid security is not received,10-Sep-2018 06:06 PM,,,,,,,,,,,,5.0,840808.0,Tarun Associates,"25,00,000.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,838875.0,Mishra Security,03-Sep-2018 06:16 PM,Rejected-Technical,Tender fee is not in favor of required,10-Sep-2018 06:06 PM,,,,,,,,,,,,6.0,841116.0,SJS SYSTEM AND SOLUTIONS,"25,30,000.00",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,840689.0,PRASIDDHI ENTERPRISES,03-Sep-2018 02:55 PM,Rejected-Finance,5th rank,30-May-2019 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,839091.0,SARVATNAM INFRA DEVELOPERS PRIVATE LIMITED,04-Sep-2018 01:10 PM,Rejected-Technical,Bid security is not in proper format,10-Sep-2018 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,841116.0,SJS SYSTEM AND SOLUTIONS,04-Sep-2018 01:50 PM,Rejected-Finance,3rd rank,30-May-2019 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,840808.0,Tarun Associates,03-Sep-2018 09:55 PM,Accepted-AOC,Lowest,18-Feb-2020 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
