Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||PROVINCIAL DIVISION PWD BIJNOR,3879/E-Nivida-Rampur Circle/19-20 Dt. 23.10.2019,2019_CEMBD_405881_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE EMD Technical Documents,21-Nov-2019 10:00 AM,28-Nov-2019 12:30 PM,21-Nov-2019 10:00 AM,27-Nov-2019 05:00 PM,NA ,NA ,21-Nov-2019 10:00 AM,27-Nov-2019 05:00 PM,20-Dec-2019 12:00 PM,"24,00,000",Yes,fixed,,Superintending Engineer Rampur Circle PWD Rampur,Rampur,1.0,SBI Bank,"2,354",Executive Engineer PD PWD Bijnor,Bijnor,Yes,Superintending Engineer,Office of The Superintending Engineer Rampur Circle PWD Rampur,Widening and Strengthening of Ratangarh Lodipur Milak Gohawar Chowk Telipura Tajpur Road (ODR),Widening and Strengthening of Ratangarh Lodipur Milak Gohawar Chowk Telipura Tajpur Road (ODR),Please refer Tender documents. ,NA ,"12,00,00,000",Civil Works - Roads,NA ,Tender,120.0,365.0,Bijnor,246701.0,Rampur ,Office of The Superintending Engineer Rampur Circle PWD Rampur ,23-Nov-2019 12:00 PM ,Rampur,No ,No,Chief Engineer Moradabad Zone PWD Moradabad UP||RAMPUR CIRCLE PWD RAMPUR||PROVINCIAL DIVISION PWD BIJNOR,3879/E-Nivida-Rampur Circle/19-20 Dt. 23.10.2019,2019_CEMBD_405881_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE EMD Technical Documents,21-Nov-2019 10:00 AM,28-Nov-2019 12:30 PM,21-Nov-2019 10:00 AM,27-Nov-2019 05:00 PM,NA ,NA ,21-Nov-2019 10:00 AM,27-Nov-2019 05:00 PM,20-Dec-2019 12:00 PM,"24,00,000",Yes,fixed,,Superintending Engineer Rampur Circle PWD Rampur,Rampur,1.0,SBI Bank,"2,354",Executive Engineer PD PWD Bijnor,Bijnor,Yes,Superintending Engineer,Office of The Superintending Engineer Rampur Circle PWD Rampur,Widening and Strengthening of Ratangarh Lodipur Milak Gohawar Chowk Telipura Tajpur Road (ODR),Widening and Strengthening of Ratangarh Lodipur Milak Gohawar Chowk Telipura Tajpur Road (ODR),Please refer Tender documents. ,NA ,"12,00,00,000",Civil Works - Roads,NA ,Tender,120.0,365.0,Bijnor,246701.0,Rampur ,Office of The Superintending Engineer Rampur Circle PWD Rampur ,23-Nov-2019 12:00 PM ,Rampur,No ,No,05-Feb-2020,"INR 91,740,323.27",365.0,Sunil Sagar,05-Feb-2020 07:49 PM,123.pdf (141.00 KB),1.0,1474794.0,Seema Construction Co.,INR,"91,740,323.27",1.0,1475927.0,Ashok Kumar Chhabra Constructions Pvt.Ltd.,27-Nov-2019 04:59 PM,Rejected-AOC,L7,05-Feb-2020 07:49 PM,Finance,Seven Bids received and downloaded successfully,Sunil Sagar,20-Dec-2019 12:16 PM,None,BOQ Comparative Chart,Virendra Kumar,Internal,,Sunil Sagar,05-Feb-2020 07:23 PM,finsummary_590539.pdf (133.68 KB),1.0,1474012.0,M/s IDRISH AHMAD CONTRACTOR,"10,35,79,121.97",L5,Technical,Nine bids received and downloaded successfully.,Sunil Sagar,29-Nov-2019 11:09 AM,None,Virendra Kumar,Internal,,Sunil Sagar,19-Dec-2019 04:49 PM,20-Dec-2019 12:00 PM,techsummary_590539.pdf (237.33 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1471561.0,B.P.Construction,27-Nov-2019 10:51 AM,Rejected-Technical,Non-Responsive,19-Dec-2019 04:49 PM,,,,,,,,,,,,,2.0,1474794.0,Seema Construction Co.,"8,98,22,339.81",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1475390.0,kaka cons,27-Nov-2019 12:33 PM,Rejected-AOC,L4,05-Feb-2020 07:49 PM,,,,,,,,,,,,,3.0,1475011.0,SHARMA CONSTRUCTION,"9,65,62,471.77",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1473658.0,KAWALJEET SINGH CONTRACTOR,27-Nov-2019 11:02 AM,Rejected-Technical,Non-Responsive,19-Dec-2019 04:49 PM,,,,,,,,,,,,,4.0,1475390.0,kaka cons,"10,30,03,042.31",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1475805.0,M/S CHAUDHARY ASSOCIATES,27-Nov-2019 10:12 AM,Rejected-AOC,L6,05-Feb-2020 07:49 PM,,,,,,,,,,,,,5.0,1475805.0,M/S CHAUDHARY ASSOCIATES,"10,36,95,490.06",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1474012.0,M/s IDRISH AHMAD CONTRACTOR,26-Nov-2019 11:09 PM,Rejected-AOC,L5,05-Feb-2020 07:49 PM,,,,,,,,,,,,,6.0,1475927.0,Ashok Kumar Chhabra Constructions Pvt.Ltd.,"10,82,68,410.36",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1474794.0,Seema Construction Co.,27-Nov-2019 12:32 PM,Accepted-AOC,L1,05-Feb-2020 07:49 PM,,,,,,,,,,,,,7.0,1477061.0,V.A.R. ASSOCIATES,"9,87,74,617.65",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1475011.0,SHARMA CONSTRUCTION,26-Nov-2019 06:37 PM,Rejected-AOC,L2,05-Feb-2020 07:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1477061.0,V.A.R. ASSOCIATES,27-Nov-2019 04:30 PM,Rejected-AOC,L3,05-Feb-2020 07:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_CEMBD_405881_1,3879/E-Nivida-Rampur Circle/19-20 Dt. 23.10.2019,Widening and Strengthening of Ratangarh Lodipur Milak Gohawar Chowk Telipura Tajpur Road (ODR)
