Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",E SHORT TEREM TENDER NO.03 E.T.C-II(K)2018-19,2018_UPTCL_187292_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Part-I Technical,11-Apr-2018 10:00 AM,25-Apr-2018 01:00 PM,11-Apr-2018 11:00 AM,25-Apr-2018 12:00 PM,NA ,NA ,11-Apr-2018 12:00 PM,25-Apr-2018 12:00 PM,27-Apr-2018 03:50 PM,"4,000",No,fixed,,EE ETD-II KANPUR,Kanpur,1.0,DD - Demand Draft,236.0,EE ETD-II KANPUR,Kanpur,No,SE ETC-II PANKI KANPUR,SE ETC-II PANKI KANPUR,Work,Work,Work ,NA ,"2,00,000",Electrical Works,NA ,Tender,90.0,45.0,Kanpur,208006.0,NA ,NA ,NA ,Kanpur,No ,No,"UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TSC) South Central Jhansi||SE ETC-II, Kanpur",E SHORT TEREM TENDER NO.03 E.T.C-II(K)2018-19,2018_UPTCL_187292_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Part-I Technical,11-Apr-2018 10:00 AM,25-Apr-2018 01:00 PM,11-Apr-2018 11:00 AM,25-Apr-2018 12:00 PM,NA ,NA ,11-Apr-2018 12:00 PM,25-Apr-2018 12:00 PM,27-Apr-2018 03:50 PM,"4,000",No,fixed,,EE ETD-II KANPUR,Kanpur,1.0,DD - Demand Draft,236.0,EE ETD-II KANPUR,Kanpur,No,SE ETC-II PANKI KANPUR,SE ETC-II PANKI KANPUR,Work,Work,Work ,NA ,"2,00,000",Electrical Works,NA ,Tender,90.0,45.0,Kanpur,208006.0,NA ,NA ,NA ,Kanpur,No ,No,27-Apr-2018,"INR 160,850",60.0,Sunil Chandra Misra,28-Jan-2020 01:13 PM,03.pdf (1814.00 KB),Agreement Executed,1.0,650427.0,M/S Sayan Enterprises,INR,"160,850",1.0,648758.0,INDRA ENTERPRISES,24-Apr-2018 12:14 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2018 03:44 PM,Finance,Summary,SUNIL MISRA,27-Apr-2018 03:57 PM,finance_257091.pdf,SE ETC-II Kanpur,Internal,Member Technical EE ETD-Fatehgarh and DY GM Fund TS Agra,SUNIL MISRA,27-Apr-2018 04:05 PM,finsummary_257091.pdf (98.43 KB),1.0,637771.0,Katyani Construction Co.,"1,94,860.00",3.0,Technical,Summary,Shiv Ratan Singh,27-Apr-2018 03:44 PM,technical_257091.pdf,SE ETC-II Kanpur,Internal,Member Technical EE ETD-Fatehgarh and DY GM Fund TS Agra,SUNIL MISRA,27-Apr-2018 03:47 PM,27-Apr-2018 03:50 PM,techsummary_257091.pdf (98.43 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-II Finance,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Part-II Finance,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,637771.0,Katyani Construction Co.,18-Apr-2018 05:35 PM,Rejected-AOC,3,28-Jan-2020 01:13 PM,,,,,,,,,,,,2.0,650370.0,S M Trading corporation,"1,82,100.00",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,644966.0,MANOJ ENTERPRISES,24-Apr-2018 04:06 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2018 03:44 PM,,,,,,,,,,,,3.0,650427.0,M/S Sayan Enterprises,"1,60,850.00",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,648746.0,M/s AADITYA ENGINEERING WORKS,24-Apr-2018 12:02 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2018 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,645010.0,M/S AINDRI ASSOCIATES,24-Apr-2018 04:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2018 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,650427.0,M/S Sayan Enterprises,24-Apr-2018 11:08 PM,Accepted-AOC,1,28-Jan-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,645583.0,SHREE TRADERS,22-Apr-2018 02:34 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2018 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,650370.0,S M Trading corporation,24-Apr-2018 10:34 PM,Rejected-AOC,2,28-Jan-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,646314.0,TRANS ENGINEEERING WORKS,22-Apr-2018 09:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Apr-2018 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_UPTCL_187292_1,E SHORT TEREM TENDER NO.03 E.T.C-II(K)2018-19,Work
