Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||Central Equipment and Procurement Circle - 2||E E (Unit - 7),TE-879/2018-19,2018_UPIDM_277535_1,Yes,Open Tender,Lump-sum,Goods,3.0,No,No,Offline,No,No,No,1.0,Fee,.pdf,Bid Fee,27-Nov-2018 05:00 PM,18-Dec-2018 03:00 PM,27-Nov-2018 05:00 PM,17-Dec-2018 05:00 PM,28-Nov-2018 10:00 AM ,03-Dec-2018 09:00 AM ,03-Dec-2018 10:00 AM,17-Dec-2018 05:00 PM,29-Dec-2018 03:30 PM,"21,80,500",Yes,fixed,,superintending engineer CESPC 2,lucknow,1.0,DD - Demand Draft,"29,500",Executive engineer inventory control division,lucknow,No,Superintending Engineer,Superintending Engineer central equipment and store procurement circle 2,Manufacturing and supply of ISI Marked Unplasticized PVC pipe 160mm dia,Manufacturing and supply of ISI Marked Unplasticized PVC pipe 160mm dia,Please refer Tender documents. ,NA ,"21,79,59,000",Mechanical Engineering Items,NA ,Tender,90.0,60.0,all u.p.,226025.0,NA ,NA ,NA ,lucknow,No ,No,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||Central Equipment and Procurement Circle - 2||E E (Unit - 7),TE-879/2018-19,2018_UPIDM_277535_1,Yes,Open Tender,Lump-sum,Goods,3.0,No,No,Offline,No,No,No,1.0,Fee,.pdf,Bid Fee,27-Nov-2018 05:00 PM,18-Dec-2018 03:00 PM,27-Nov-2018 05:00 PM,17-Dec-2018 05:00 PM,28-Nov-2018 10:00 AM ,03-Dec-2018 09:00 AM ,03-Dec-2018 10:00 AM,17-Dec-2018 05:00 PM,29-Dec-2018 03:30 PM,"21,80,500",Yes,fixed,,superintending engineer CESPC 2,lucknow,1.0,DD - Demand Draft,"29,500",Executive engineer inventory control division,lucknow,No,Superintending Engineer,Superintending Engineer central equipment and store procurement circle 2,Manufacturing and supply of ISI Marked Unplasticized PVC pipe 160mm dia,Manufacturing and supply of ISI Marked Unplasticized PVC pipe 160mm dia,Please refer Tender documents. ,NA ,"21,79,59,000",Mechanical Engineering Items,NA ,Tender,90.0,60.0,all u.p.,226025.0,NA ,NA ,NA ,lucknow,No ,No,16-Jan-2020,"INR 266,942,048.6",60.0,Prem Pal Singh,16-Jan-2020 06:17 PM,879.pdf (4147.00 KB),As per approval of government order no. 56 dated 28.01.2019,1.0,988527.0,Apollo Pipes Ltd.,INR,"72,424,930.27",1.0,983973.0,A-ONE POLYPIPES & FITTINGS PRIVATE LIMITED,14-Dec-2018 05:05 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,29-Dec-2018 02:13 PM,Finance,Apollo Pipes Ltd VISHAL PIPES LIMITED M/S Rungta Irrigation Limited THE SUPREME INDUSTRIES LTD SWASTICK TUBES PRIVATE LIMITED and M/S TIRUPATI STRUCTURALS LIMITED found responsive,Prem Pal Singh,16-Jan-2020 05:55 PM,None,Sunil kumar,Internal,As per upload,Prem Pal Singh,16-Jan-2020 06:07 PM,finsummary_388377.pdf (780.57 KB),1.0,988527.0,Apollo Pipes Ltd.,247.56,2.0,Technical,As per Deparmental Purchase Committy,Prem Pal Singh,29-Dec-2018 02:13 PM,technical_388377.pdf,sunil Kumar,Internal,"Jitendra Ram tripathi, Dr amar Singh, Devendra Agarawal, Naresh Baboo, Vishnu Kumar,Shailendra Kumar,Rajiv Vashney",Prem Pal Singh,29-Dec-2018 02:16 PM,29-Dec-2018 03:30 PM,techsummary_388377.pdf (53.33 KB),,,
,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical part B1 and B2,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical part B1 and B2,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,990398.0,VISHAL PIPES LIMITED,INR,"31,145,113.13",2.0,988527.0,Apollo Pipes Ltd.,17-Dec-2018 12:30 PM,Accepted-AOC,accepted to supply on L1 price,16-Jan-2020 06:17 PM,,,,,,,,,,,,2.0,990398.0,VISHAL PIPES LIMITED,261.65,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,990451.0,M/S Rungta Irrigation Limited,INR,"24,245,441.24",3.0,992286.0,Jain Irrigation,15-Dec-2018 06:54 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,29-Dec-2018 02:13 PM,,,,,,,,,,,,3.0,990451.0,M/S Rungta Irrigation Limited,254.79,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,994692.0,M/S TIRUPATI STRUCTURALS LIMITED,INR,"139,126,563.96",4.0,993884.0,Miraj Pipes and Fittings Pvt Ltd,17-Dec-2018 04:36 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,29-Dec-2018 02:13 PM,,,,,,,,,,,,4.0,991987.0,THE SUPREME INDUSTRIES LTD.,264.26,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,990451.0,M/S Rungta Irrigation Limited,17-Dec-2018 04:39 PM,Accepted-AOC,accepted to supply on L1 price,16-Jan-2020 06:17 PM,,,,,,,,,,,,5.0,994350.0,SWASTICK TUBES PRIVATE LIMITED,265.5,6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,994692.0,M/S TIRUPATI STRUCTURALS LIMITED,17-Dec-2018 03:51 PM,Accepted-AOC,Lowest bidder L1,16-Jan-2020 06:17 PM,,,,,,,,,,,,6.0,994692.0,M/S TIRUPATI STRUCTURALS LIMITED,238.65,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,994350.0,SWASTICK TUBES PRIVATE LIMITED,17-Dec-2018 01:34 PM,Rejected-AOC,L6,16-Jan-2020 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,991987.0,THE SUPREME INDUSTRIES LTD.,16-Dec-2018 06:56 PM,Rejected-AOC,L5,16-Jan-2020 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,990398.0,VISHAL PIPES LIMITED,15-Dec-2018 07:22 PM,Accepted-AOC,accepted to supply on L1 price,16-Jan-2020 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_UPIDM_277535_1,TE-879/2018-19,Manufacturing and supply of ISI Marked Unplasticized PVC pipe 160mm dia
