Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Sitapur||Provincial Division, Khiri",2914/16Adt30.11.19corrigendum 2963/16Adt 06.12.19,2019_CEUCZ_412023_16,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical documents,16-Dec-2019 09:00 AM,27-Dec-2019 12:00 PM,16-Dec-2019 09:00 AM,27-Dec-2019 11:00 AM,NA ,NA ,16-Dec-2019 09:00 AM,27-Dec-2019 11:00 AM,31-Dec-2019 03:00 PM,"95,000",Yes,fixed,,EEPDPWDKHERI,KHERI,1.0,SBI Bank,856.0,EEPDPWDKHERI,KHERI,No,EEPDPWDKHERI,EEPDPWDKHERI,Special Repair work on Bharehta Link Road,Special Repair work on Bharehta Link Road,Please refer Tender documents. ,NA ,"9,50,000",Civil Works,NA ,Tender,90.0,60.0,LAKHIMPUR KHERI,262701.0,EEPDPWDKHERI ,EEPDPWDKHERI ,17-Dec-2019 12:00 PM ,EEPDPWDKHERI,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Sitapur||Provincial Division, Khiri",2914/16Adt30.11.19corrigendum 2963/16Adt 06.12.19,2019_CEUCZ_412023_16,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,technical documents,16-Dec-2019 09:00 AM,27-Dec-2019 12:00 PM,16-Dec-2019 09:00 AM,27-Dec-2019 11:00 AM,NA ,NA ,16-Dec-2019 09:00 AM,27-Dec-2019 11:00 AM,31-Dec-2019 03:00 PM,"95,000",Yes,fixed,,EEPDPWDKHERI,KHERI,1.0,SBI Bank,856.0,EEPDPWDKHERI,KHERI,No,EEPDPWDKHERI,EEPDPWDKHERI,Special Repair work on Bharehta Link Road,Special Repair work on Bharehta Link Road,Please refer Tender documents. ,NA ,"9,50,000",Civil Works,NA ,Tender,90.0,60.0,LAKHIMPUR KHERI,262701.0,EEPDPWDKHERI ,EEPDPWDKHERI ,17-Dec-2019 12:00 PM ,EEPDPWDKHERI,No ,No,21-Jan-2020,"INR 833,942.5",60.0,Narendra Kumar Yadav,21-Jan-2020 01:03 PM,JAGDISHBHAREHTA.pdf (927.00 KB),ACCEPTED,1.0,1520126.0,M/S JAGDISH PRASAD THEKEDAR,INR,"711,552.55",1.0,1520510.0,KANAK ENTERPRISES,26-Dec-2019 06:38 PM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,Finance,fin,Narendra Kumar Yadav,31-Dec-2019 05:12 PM,None,BOQ Comparative Chart,EEPDPWDKHERI,Internal,,Narendra Kumar Yadav,21-Jan-2020 01:02 PM,finsummary_601650.pdf (926.84 KB),1.0,1511385.0,SANTOSH KUMAR PANDEY,"7,50,552.93",L5,Technical,technical,Narendra Kumar Yadav,28-Dec-2019 02:03 PM,None,EEPDPWDKHERI,Internal,EEPD EECD1 EECD3,Narendra Kumar Yadav,31-Dec-2019 10:27 AM,31-Dec-2019 03:00 PM,techsummary_601650.pdf (217.90 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,financial documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,financial documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1521112.0,MISHRI LAL,27-Dec-2019 09:37 AM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,2.0,1517411.0,M/s Jagannath Prasad,"7,50,552.93",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1520924.0,M/S A.J. CONSTRUCTION,26-Dec-2019 10:55 PM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,3.0,1517765.0,M/S RAZI ULLA KHAN THEKEDAR,"7,35,041.50",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1517411.0,M/s Jagannath Prasad,25-Dec-2019 01:50 PM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,4.0,1518141.0,VIPIN KUMAR,"7,33,873.98",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1520126.0,M/S JAGDISH PRASAD THEKEDAR,26-Dec-2019 10:22 PM,Accepted-AOC,ACCEPTED,21-Jan-2020 01:03 PM,,,,,,,,,,,,,5.0,1518492.0,SINGH CONSTRUCTION COMPANY,"7,62,895.36",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1517765.0,M/S RAZI ULLA KHAN THEKEDAR,27-Dec-2019 12:54 AM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,6.0,1520126.0,M/S JAGDISH PRASAD THEKEDAR,"7,11,941.15",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1520737.0,M/s S.R.D. Construction,26-Dec-2019 08:35 PM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,7.0,1520487.0,SUNIL KUMAR GUPTA CONTRACTOR,"7,50,552.93",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1511385.0,SANTOSH KUMAR PANDEY,25-Dec-2019 02:31 PM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,8.0,1520510.0,KANAK ENTERPRISES,"7,12,775.10",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1518492.0,SINGH CONSTRUCTION COMPANY,27-Dec-2019 12:01 AM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,9.0,1520737.0,M/s S.R.D. Construction,"7,70,651.07",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1520487.0,SUNIL KUMAR GUPTA CONTRACTOR,27-Dec-2019 01:46 AM,Rejected-Finance,REJECTED,21-Jan-2020 01:02 PM,,,,,,,,,,,,,10.0,1520924.0,M/S A.J. CONSTRUCTION,"7,66,814.91",L8,,,,,,,,,,,,,,,
