Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MATHURA,856/EE/RED/DT- 29.08.2019,2019_REDUP_384893_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID,11-Jun-2025 06:25 PM,30-Sep-2019 12:30 PM,25-Sep-2019 10:30 AM,30-Sep-2019 12:00 PM,NA ,NA ,25-Sep-2019 10:30 AM,30-Sep-2019 12:00 PM,15-Oct-2019 04:30 PM,"30,000",Yes,fixed,,LUCKNOW,LUCKNOW,1.0,SBI Bank,854.0,LUCKNOW,LUCKNOW,No,EXECUTIVE ENGINEER,RED MATHURA,Construction at main road to bhadur singh in gram arahana block mathura,Construction at main road to bhadur singh in gram arahana block mathura,Please refer Tender documents. ,NA ,"14,86,000",Civil Works,NA ,Tender,90.0,90.0,MATHURA,281001.0,NA ,NA ,NA ,EE RED MATHURA,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MATHURA,856/EE/RED/DT- 29.08.2019,2019_REDUP_384893_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID,11-Jun-2025 06:25 PM,30-Sep-2019 12:30 PM,25-Sep-2019 10:30 AM,30-Sep-2019 12:00 PM,NA ,NA ,25-Sep-2019 10:30 AM,30-Sep-2019 12:00 PM,15-Oct-2019 04:30 PM,"30,000",Yes,fixed,,LUCKNOW,LUCKNOW,1.0,SBI Bank,854.0,LUCKNOW,LUCKNOW,No,EXECUTIVE ENGINEER,RED MATHURA,Construction at main road to bhadur singh in gram arahana block mathura,Construction at main road to bhadur singh in gram arahana block mathura,Please refer Tender documents. ,NA ,"14,86,000",Civil Works,NA ,Tender,90.0,90.0,MATHURA,281001.0,NA ,NA ,NA ,EE RED MATHURA,No ,No,02-Dec-2019,"INR 1,396,564",90.0,Munesh Kumar Lodhi,25-Jan-2020 04:34 PM,arhera.pdf (192.00 KB),bond,1.0,1382832.0,M/s Karv Constructions,INR,"1,396,564",1.0,1384237.0,D S constructions,29-Sep-2019 05:39 PM,Rejected-Technical,NON-RESPONSIBE,14-Oct-2019 05:03 PM,Finance,FINANCIAL,Munesh Kumar Lodhi,18-Oct-2019 03:39 PM,None,BOQ Comparative Chart,BIJENDRA KUMAR,Internal,"MUNESH LODHI, DEEPAK RATHORE",Munesh Kumar Lodhi,07-Nov-2019 01:29 PM,finsummary_556353.pdf (83.42 KB),1.0,1382832.0,M/s Karv Constructions,"13,96,563.00",L1,Technical,technical,Deepak Rathore,30-Sep-2019 04:17 PM,None,BIJENDRA KUMAR,Internal,"RAMPAL, DEEPAK KUMAR RATHORE",Deepak Rathore,14-Oct-2019 05:03 PM,15-Oct-2019 04:30 PM,techsummary_556353.pdf (426.33 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1386275.0,M/S DEVENDRA KUMAR CONTRACTOR AND SUPPLIERS,30-Sep-2019 08:16 AM,Rejected-Finance,L2,07-Nov-2019 01:29 PM,,,,,,,,,,,,,2.0,1386275.0,M/S DEVENDRA KUMAR CONTRACTOR AND SUPPLIERS,"14,07,856.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1387799.0,M/S GAURI ENTERPRISES,29-Sep-2019 10:04 PM,Rejected-Technical,NON-RESPONSIBE,14-Oct-2019 05:03 PM,,,,,,,,,,,,,3.0,1386279.0,SHRI BALDEO CONSTRUCTIONS,"14,74,720.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1382832.0,M/s Karv Constructions,30-Sep-2019 09:41 AM,Accepted-AOC,l1,25-Jan-2020 04:34 PM,,,,,,,,,,,,,4.0,1387453.0,M/S UMESH CHAND,"14,70,708.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1383265.0,M/S PD CONTRACTOR,30-Sep-2019 09:27 AM,Rejected-Technical,NON-RESPONSIBE,14-Oct-2019 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1388499.0,M/s R K S Work Contractor,29-Sep-2019 11:17 PM,Rejected-Technical,NON-RESPONSIBE,14-Oct-2019 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1383690.0,M/S SANTOSH KUMAR GARG,30-Sep-2019 01:36 AM,Rejected-Technical,NON-RESPONSIBE,14-Oct-2019 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1387453.0,M/S UMESH CHAND,30-Sep-2019 01:23 AM,Rejected-Finance,L3,07-Nov-2019 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1386279.0,SHRI BALDEO CONSTRUCTIONS,30-Sep-2019 01:58 AM,Rejected-Finance,L4,07-Nov-2019 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1386808.0,SHRI KRISHNA CONSTRUCTION,29-Sep-2019 09:46 AM,Rejected-Technical,NON-RESPONSIBE,14-Oct-2019 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
