Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,4840/14M-AC/2019 Dated-05-10-2019,2019_CEAGR_393460_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,21-Oct-2019 05:35 PM,05-Nov-2019 12:30 PM,30-Oct-2019 10:00 AM,04-Nov-2019 12:30 PM,NA ,NA ,30-Oct-2019 10:00 AM,04-Nov-2019 12:30 PM,19-Nov-2019 05:00 PM,"22,00,000",Yes,fixed,,Executive Engineer Provincial Division PWD,Mathura,1.0,SBI Bank,"2,336",Executive Engineer Provincial Division PWD,Mathura,No,Superintending Engineer,Office Of The Superintending Engineer Agra Circle 198 Takkar Road Pwd Agra,Construction of four lane of remaining portion of external Parikrama Road around Giriraj ji from KNBG Road to Mathura Deeg Road in order to control traffic and facilitate pilgrims of Goverdhan parikarma in Mathura district.,Construction of four lane of remaining portion of external Parikrama Road around Giriraj ji from KNBG Road to Mathura Deeg Road in order to control traffic and facilitate pilgrims of Goverdhan parikarma in Mathura district.,Construction Work ,NA ,"11,00,00,000",Civil Works,NA ,Tender,120.0,NA ,Mathura,281001.0,Agra ,Office Of The Superintending Engineer Agra Circle 198 Takkar Road Pwd Agra ,30-Oct-2019 03:00 PM ,Agra,No ,No,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA,4840/14M-AC/2019 Dated-05-10-2019,2019_CEAGR_393460_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,21-Oct-2019 05:35 PM,05-Nov-2019 12:30 PM,30-Oct-2019 10:00 AM,04-Nov-2019 12:30 PM,NA ,NA ,30-Oct-2019 10:00 AM,04-Nov-2019 12:30 PM,19-Nov-2019 05:00 PM,"22,00,000",Yes,fixed,,Executive Engineer Provincial Division PWD,Mathura,1.0,SBI Bank,"2,336",Executive Engineer Provincial Division PWD,Mathura,No,Superintending Engineer,Office Of The Superintending Engineer Agra Circle 198 Takkar Road Pwd Agra,Construction of four lane of remaining portion of external Parikrama Road around Giriraj ji from KNBG Road to Mathura Deeg Road in order to control traffic and facilitate pilgrims of Goverdhan parikarma in Mathura district.,Construction of four lane of remaining portion of external Parikrama Road around Giriraj ji from KNBG Road to Mathura Deeg Road in order to control traffic and facilitate pilgrims of Goverdhan parikarma in Mathura district.,Construction Work ,NA ,"11,00,00,000",Civil Works,NA ,Tender,120.0,NA ,Mathura,281001.0,Agra ,Office Of The Superintending Engineer Agra Circle 198 Takkar Road Pwd Agra ,30-Oct-2019 03:00 PM ,Agra,No ,No,06-Jan-2020,"INR 82,019,450",180.0,Yogesh Panwar,06-Jan-2020 04:19 PM,AOC.pdf (421.00 KB),Preparation Bond for Rs. 82019450.00 Only,1.0,1436334.0,M/S SHREE RAM CONSTRUCTION,INR,"82,019,450",1.0,1433948.0,kaka cons,03-Nov-2019 12:19 PM,Rejected-Technical,Technical Bid Non responsive,19-Nov-2019 04:49 PM,Finance,Summary,Yogesh Panwar,19-Nov-2019 05:23 PM,None,BOQ Comparative Chart,Yogesh Panwar,Internal,SE Yogesh Panwar EE Sanasvir EE Brijesh Kumar Deepak,Yogesh Panwar,06-Jun-2025 07:22 PM,finsummary_570069.pdf (32.67 KB),1.0,1430804.0,M/s Shubh Construction,"9,28,71,130.00",L6,Technical,Summary,Yogesh Panwar,05-Nov-2019 03:54 PM,None,Yogesh Panwar,Internal,SE Yogesh Panwar EE Sanasvir EE Brijesh Kumar Deepak,Yogesh Panwar,19-Nov-2019 04:49 PM,19-Nov-2019 05:00 PM,techsummary_570069.pdf (433.73 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1436642.0,Krishna Infratec,04-Nov-2019 11:22 PM,Rejected-Finance,Rejected due to higher Rates,06-Jan-2020 04:11 PM,,,,,,,,,,,,,2.0,1430973.0,M/S RISHIKA CONSTRUCTION,"9,31,26,455.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1435627.0,M/s Akash Deep Construction Compnay,03-Nov-2019 12:07 PM,Rejected-Finance,Rejected due to higher Rates,06-Jan-2020 04:11 PM,,,,,,,,,,,,,3.0,1431311.0,Preeti Buildcon Private Limited,"11,06,53,973.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1436956.0,M/S AMIT TRADERS,03-Nov-2019 04:56 PM,Rejected-Finance,Rejected due to higher Rates,06-Jan-2020 04:11 PM,,,,,,,,,,,,,4.0,1434058.0,M/S G.G. INFRATECH,"8,28,77,725.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1434058.0,M/S G.G. INFRATECH,03-Nov-2019 01:09 PM,Rejected-Finance,Rejected due to higher Rates,06-Jan-2020 04:11 PM,,,,,,,,,,,,,5.0,1435603.0,shree ram stone supliers,"8,90,18,070.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1435986.0,M/S GOVERDHAN ASSOCIATES,03-Nov-2019 07:44 AM,Rejected-Technical,Technical Bid Non responsive,19-Nov-2019 04:49 PM,,,,,,,,,,,,,6.0,1435627.0,M/s Akash Deep Construction Compnay,"8,38,94,600.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1436454.0,M/s Nav Nirman SSR Pathways Pvt. Ltd.,02-Nov-2019 06:07 PM,Rejected-Technical,Technical Bid Non responsive,19-Nov-2019 04:49 PM,,,,,,,,,,,,,7.0,1436334.0,M/S SHREE RAM CONSTRUCTION,"8,20,19,450.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1430973.0,M/S RISHIKA CONSTRUCTION,04-Nov-2019 10:19 AM,Rejected-Finance,Rejected due to higher Rates,06-Jan-2020 04:11 PM,,,,,,,,,,,,,8.0,1436642.0,Krishna Infratec,"9,81,10,515.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1436334.0,M/S SHREE RAM CONSTRUCTION,03-Nov-2019 10:54 PM,Accepted-AOC,Preparation Bond for Rs. 82019450.00 Only,06-Jan-2020 04:19 PM,,,,,,,,,,,,,9.0,1436956.0,M/S AMIT TRADERS,"9,06,80,935.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1430804.0,M/s Shubh Construction,02-Nov-2019 03:22 PM,Rejected-Finance,Rejected due to higher Rates,06-Jan-2020 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
