Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Allahabad Zone PWD Allahabad||SE ALLAHABAD CIRCLE PWD ALLAHABAD||EE CONSTRUCTION DIVISION-1 PWD ALLAHABAD,4407/8A DATE 31-12-2019,2020_CEALD_423406_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,14-Jan-2020 12:20 PM,21-Jan-2020 12:30 PM,14-Jan-2020 12:20 PM,20-Jan-2020 12:00 PM,NA ,NA ,14-Jan-2020 12:20 PM,20-Jan-2020 12:00 PM,05-Feb-2020 03:40 PM,"2,90,000",Yes,fixed,,EE CD 1 PRAYAGRAJ,EE CD 1 PRAYAGRAJ,1.0,SBI Bank,836.0,EE CD 1 PRAYAGRAJ,EE CD 1 PRAYAGRAJ,No,EE CD 1 PRAYAGRAJ,EE CD 1 PRAYAGRAJ,New cosntruction work of Malak Harhar Uparhar Link road,New cosntruction work of Malak Harhar Uparhar Link road,Please refer Tender documents. ,NA ,"29,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,prayagraj,211002.0,NA ,NA ,NA ,EE CD 1 PRAYAGRAJ,No ,No,Cheif Engineer Allahabad Zone PWD Allahabad||SE ALLAHABAD CIRCLE PWD ALLAHABAD||EE CONSTRUCTION DIVISION-1 PWD ALLAHABAD,4407/8A DATE 31-12-2019,2020_CEALD_423406_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,14-Jan-2020 12:20 PM,21-Jan-2020 12:30 PM,14-Jan-2020 12:20 PM,20-Jan-2020 12:00 PM,NA ,NA ,14-Jan-2020 12:20 PM,20-Jan-2020 12:00 PM,05-Feb-2020 03:40 PM,"2,90,000",Yes,fixed,,EE CD 1 PRAYAGRAJ,EE CD 1 PRAYAGRAJ,1.0,SBI Bank,836.0,EE CD 1 PRAYAGRAJ,EE CD 1 PRAYAGRAJ,No,EE CD 1 PRAYAGRAJ,EE CD 1 PRAYAGRAJ,New cosntruction work of Malak Harhar Uparhar Link road,New cosntruction work of Malak Harhar Uparhar Link road,Please refer Tender documents. ,NA ,"29,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,prayagraj,211002.0,NA ,NA ,NA ,EE CD 1 PRAYAGRAJ,No ,No,14-Feb-2020,"INR 2,234,714.89",90.0,ASHOK KUMAR DWIVEDI,14-Feb-2020 05:26 PM,ACCEPTANCE.pdf (363.00 KB),1.0,1550772.0,M/s Vinod Kumar Pandey,INR,"2,234,714.89",1.0,1555662.0,Gyanendra Construction Co,20-Jan-2020 11:59 AM,Rejected-Technical,AS PER LETTER ATTACHED,05-Feb-2020 03:38 PM,Finance,COMPRATIVE,ASHOK KUMAR DWIVEDI,05-Feb-2020 05:45 PM,finance_619608.pdf,BOQ Comparative Chart,A K DWIVEDI,Internal,M P SINGH,ASHOK KUMAR DWIVEDI,14-Feb-2020 05:25 PM,finsummary_619608.pdf (404.78 KB),1.0,1550772.0,M/s Vinod Kumar Pandey,"22,34,714.89",1.0,Technical,as per letter attached,ASHOK KUMAR DWIVEDI,21-Jan-2020 05:07 PM,technical_619608.pdf,A K DWIVEDI,Internal,M P SINGH,ASHOK KUMAR DWIVEDI,05-Feb-2020 03:38 PM,05-Feb-2020 03:40 PM,techsummary_619608.pdf (205.48 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1553933.0,KANLESH KUMAR TRIPATHI,20-Jan-2020 10:32 AM,Rejected-Technical,AS PER LETTER ATTACHED,05-Feb-2020 03:38 PM,,,,,,,,,,,,,2.0,1553057.0,MA DURGA ENTERPRISES,"28,22,647.54",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1553057.0,MA DURGA ENTERPRISES,19-Jan-2020 06:44 PM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,3.0,1553941.0,M/S Amar and Company,"23,91,687.20",3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1555457.0,M.M ASSOCIATES,20-Jan-2020 10:52 AM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,4.0,1554205.0,M/s Shakti Construction,"28,22,647.54",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1553941.0,M/S Amar and Company,18-Jan-2020 10:02 PM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,5.0,1554298.0,m/s satish chandra jaiswal,"28,39,771.79",8.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1555244.0,M/s Anil Kumar,20-Jan-2020 01:29 AM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,6.0,1554977.0,M/s Uma constractor,"23,68,854.86",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1554298.0,m/s satish chandra jaiswal,19-Jan-2020 01:53 PM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,7.0,1555244.0,M/s Anil Kumar,"25,18,121.26",4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1554205.0,M/s Shakti Construction,20-Jan-2020 11:35 AM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,8.0,1555457.0,M.M ASSOCIATES,"28,39,486.39",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1554977.0,M/s Uma constractor,19-Jan-2020 09:57 PM,Rejected-Finance,BEING HIGHEST RATES,14-Feb-2020 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1550772.0,M/s Vinod Kumar Pandey,20-Jan-2020 10:43 AM,Accepted-AOC,BEING LOWEST RATES,14-Feb-2020 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
