Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Ambedkar Nagar,5445/Tender Date 01.11.2019,2019_CEUFZ_402082_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Document,11-Nov-2019 12:00 PM,18-Nov-2019 03:00 PM,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,NA ,NA ,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,20-Nov-2019 04:00 PM,"60,000",Yes,fixed,,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,1.0,SBI Bank,826.0,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,No,E.E. PD PWD Ambedkar Nagar,Office of the E.E. PD PWD Ambedkar Nagar,Patch Repair of Village Roads In Block Bhiti District Ambedkar Nagar,Patch Repair of Village Roads In Block Bhiti District Ambedkar Nagar,Please refer Tender documents. ,NA ,"5,75,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Ambedkar Nagar,224122.0,Office of the E.E. PD PWD Ambedkar Nagar ,E.E. PD PWD Ambedkar Nagar ,13-Nov-2019 12:00 PM ,Office of the E.E. PD PWD Ambedkar Nagar,No ,No,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Provincial Division Ambedkar Nagar,5445/Tender Date 01.11.2019,2019_CEUFZ_402082_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and Technical Document,11-Nov-2019 12:00 PM,18-Nov-2019 03:00 PM,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,NA ,NA ,11-Nov-2019 12:00 PM,18-Nov-2019 12:00 PM,20-Nov-2019 04:00 PM,"60,000",Yes,fixed,,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,1.0,SBI Bank,826.0,"Executive Engineer P.D., PWD Ambedkar Nagar",Ambedkar Nagar,No,E.E. PD PWD Ambedkar Nagar,Office of the E.E. PD PWD Ambedkar Nagar,Patch Repair of Village Roads In Block Bhiti District Ambedkar Nagar,Patch Repair of Village Roads In Block Bhiti District Ambedkar Nagar,Please refer Tender documents. ,NA ,"5,75,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Ambedkar Nagar,224122.0,Office of the E.E. PD PWD Ambedkar Nagar ,E.E. PD PWD Ambedkar Nagar ,13-Nov-2019 12:00 PM ,Office of the E.E. PD PWD Ambedkar Nagar,No ,No,12-Feb-2020,"INR 459,258",30.0,Saurabh Singh,19-Feb-2020 12:21 PM,SriBabluandSriSeetaramPatchBhiti201920.pdf (408.00 KB),Sri Babloo (-) 19.85 Percentage and Sri Sitaram (-) 19.85 Percentage,1.0,1459695.0,SHRI BABLU,INR,"229,629",1.0,1459621.0,BIPIN KUMAR SINGH,16-Nov-2019 07:54 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,Finance,Summarysheet,Saurabh Singh,18-Dec-2019 03:50 PM,finance_584076.pdf,BOQ Comparative Chart,Er Shankarshan lal,Internal,Er. Shashipal Baudh,Saurabh Singh,18-Dec-2019 04:02 PM,finsummary_584076.pdf (18.86 KB),1.0,1458146.0,SHESH MANI MISHRA CONTRACTOR,"5,38,620.00",L8,Technical,Officeorder,Saurabh Singh,20-Nov-2019 02:50 PM,technical_584076.pdf,Er Shankarshan lal,Internal,Er. Shashipal Baudh,Saurabh Singh,20-Nov-2019 03:07 PM,20-Nov-2019 04:00 PM,techsummary_584076.pdf (19.24 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1460884.0,SEETARAM,INR,"229,629",2.0,1459731.0,Brijesh Singh Contractor,16-Nov-2019 10:20 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,2.0,1458366.0,KDBB,"5,41,255.80",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1452384.0,JAI PRAKASH SINGH THEKEDAR,18-Nov-2019 03:29 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Nov-2019 02:50 PM,,,,,,,,,,,,,3.0,1459621.0,BIPIN KUMAR SINGH,"5,67,212.70",L11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1458366.0,KDBB,15-Nov-2019 06:26 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,4.0,1459695.0,SHRI BABLU,"4,59,259.50",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1460959.0,M/s Avadhesh Kumar Dwivedi,18-Nov-2019 02:57 AM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,5.0,1459731.0,Brijesh Singh Contractor,"5,62,686.00",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1461066.0,M/S BHAGELU RAM,17-Nov-2019 09:47 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,6.0,1460338.0,RAM MOR VERMA,"5,15,700.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1460729.0,Ms Damyanti Construction,17-Nov-2019 06:03 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,7.0,1460376.0,M/s Verma Construction Co.,"5,27,160.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1460376.0,M/s Verma Construction Co.,17-Nov-2019 02:46 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,8.0,1460519.0,SUDHAKAR DIVVEDI THEKEDAR,"4,80,747.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1460875.0,RAM ACHAL,17-Nov-2019 07:32 PM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,9.0,1460729.0,Ms Damyanti Construction,"4,69,917.30",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1460338.0,RAM MOR VERMA,18-Nov-2019 02:52 AM,Rejected-Finance,Higher Rate,18-Dec-2019 04:02 PM,,,,,,,,,,,,,10.0,1460875.0,RAM ACHAL,"5,15,700.00",L5,,,,,,,,,,,,,,,
