Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||PROVINCIAL DIVISION PWD MORADABAD,5984/SE-ETENDER DT 08-11-2019,2019_CEMBD_411171_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE,07-Dec-2019 10:00 AM,16-Dec-2019 12:00 PM,07-Dec-2019 10:00 AM,13-Dec-2019 05:00 PM,NA ,NA ,07-Dec-2019 10:00 AM,13-Dec-2019 05:00 PM,09-Jan-2020 03:00 PM,"29,00,000",Yes,fixed,,SE MBD CIRCLE PWD MBD,MORADABAD,1.0,SBI Bank,"2,354",EE PD PWD MBD,MORADABAD,No,SE MBD CIRCLE PWD MBD,SE MBD CIRCLE PWD MBD,"Widening and strengthening work of Moradabad district, Moradabad-Haridwar-Dehradun - road to Kant- Mishripur road via Samadpur Muzaffarpur Tanda road (length 13.500 km.","Widening and strengthening work of Moradabad district, Moradabad-Haridwar-Dehradun - road to Kant- Mishripur road via Samadpur Muzaffarpur Tanda road (length 13.500 km.",Please refer Tender documents. ,NA ,"14,50,00,000",Civil Works,NA ,Tender,120.0,365.0,Moradabad,244001.0,SE MBD CIRCLE PWD MBD ,SE MBD CIRCLE PWD MBD ,11-Dec-2019 12:00 PM ,SE MBD CIRCLE PWD MBD,No ,No,Chief Engineer Moradabad Zone PWD Moradabad UP||MORADABAD CIRCLE PWD MORADABAD||PROVINCIAL DIVISION PWD MORADABAD,5984/SE-ETENDER DT 08-11-2019,2019_CEMBD_411171_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FEE,07-Dec-2019 10:00 AM,16-Dec-2019 12:00 PM,07-Dec-2019 10:00 AM,13-Dec-2019 05:00 PM,NA ,NA ,07-Dec-2019 10:00 AM,13-Dec-2019 05:00 PM,09-Jan-2020 03:00 PM,"29,00,000",Yes,fixed,,SE MBD CIRCLE PWD MBD,MORADABAD,1.0,SBI Bank,"2,354",EE PD PWD MBD,MORADABAD,No,SE MBD CIRCLE PWD MBD,SE MBD CIRCLE PWD MBD,"Widening and strengthening work of Moradabad district, Moradabad-Haridwar-Dehradun - road to Kant- Mishripur road via Samadpur Muzaffarpur Tanda road (length 13.500 km.","Widening and strengthening work of Moradabad district, Moradabad-Haridwar-Dehradun - road to Kant- Mishripur road via Samadpur Muzaffarpur Tanda road (length 13.500 km.",Please refer Tender documents. ,NA ,"14,50,00,000",Civil Works,NA ,Tender,120.0,365.0,Moradabad,244001.0,SE MBD CIRCLE PWD MBD ,SE MBD CIRCLE PWD MBD ,11-Dec-2019 12:00 PM ,SE MBD CIRCLE PWD MBD,No ,No,11-Feb-2020,"INR 138,600,227",365.0,Lakshmi Narayan,11-Feb-2020 12:51 PM,acceptence.pdf (465.00 KB),aoc,1.0,1501807.0,B.P.Construction,INR,"111,038,877.3",1.0,1501807.0,B.P.Construction,13-Dec-2019 02:19 PM,Accepted-AOC,lower rate,11-Feb-2020 12:51 PM,Finance,FINANCIAL SUMMARY,Lakshmi Narayan,09-Jan-2020 03:25 PM,finance_599421.pdf,BOQ Comparative Chart,SE MBD CIRCLE PWD MBD,Internal,"EE PD PWD MBD, EE CD1 PWD MBD",Lakshmi Narayan,21-Jan-2020 03:50 PM,finsummary_599421.pdf (88.11 KB),1.0,1497828.0,Shri Krishna And Company,"11,53,56,968.93",L2,Technical,TECHNICAL SUMMARY,Lakshmi Narayan,16-Dec-2019 01:51 PM,technical_599421.pdf,SE MBD CIRCLE PWD MBD,Internal,"EE PD PWD MBD, EE CD1 PWD MBD",Lakshmi Narayan,08-Jan-2020 08:18 PM,09-Jan-2020 03:00 PM,techsummary_599421.pdf (390.59 KB),,,
,,,,,,,,,,,,,,,,.pdf,PRE QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PRE QUALIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1499235.0,kaka cons,13-Dec-2019 03:28 PM,Rejected-Technical,Non Responsive,08-Jan-2020 08:18 PM,,,,,,,,,,,,,2.0,1500617.0,NP BUILDWELL PRIVATE LIMITED,"13,79,21,085.89",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1501996.0,KAWALJEET SINGH CONTRACTOR,13-Dec-2019 02:39 PM,Rejected-Technical,Non Responsive,08-Jan-2020 08:18 PM,,,,,,,,,,,,,3.0,1500966.0,VINAY KUMAR,"13,36,10,618.83",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1501126.0,Krishna Infratec,13-Dec-2019 12:46 PM,Rejected-Technical,Non Responsive,08-Jan-2020 08:18 PM,,,,,,,,,,,,,4.0,1501807.0,B.P.Construction,"11,08,10,881.49",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1501975.0,M/s Kanti Prasad Mittal,13-Dec-2019 02:12 PM,Rejected-Finance,HIGHER RATE,21-Jan-2020 03:50 PM,,,,,,,,,,,,,5.0,1501901.0,M/S SHIV CONSTRUCTION,"11,82,25,993.63",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1497726.0,M/S MORTH INFRASTRUCTURE PVT LTD,13-Dec-2019 03:38 PM,Rejected-Technical,Non Responsive,08-Jan-2020 08:18 PM,,,,,,,,,,,,,6.0,1501975.0,M/s Kanti Prasad Mittal,"13,61,74,723.03",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1501321.0,M/S Om Construction,13-Dec-2019 03:26 PM,Rejected-Technical,Non Responsive,08-Jan-2020 08:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1501901.0,M/S SHIV CONSTRUCTION,13-Dec-2019 04:18 PM,Rejected-Finance,HIGHER RATE,21-Jan-2020 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1500617.0,NP BUILDWELL PRIVATE LIMITED,13-Dec-2019 02:27 PM,Rejected-Finance,HIGHER RATE,21-Jan-2020 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1500150.0,Raja Infraconstruction Pvt Ltd,13-Dec-2019 01:09 PM,Rejected-Technical,Non Responsive,08-Jan-2020 08:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
