Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Unnao||Construction Division-1, Unnao",3584/E-Tender/A8/19-20 dt 12.12.19,2019_CEUCZ_416990_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tech docs,28-Dec-2019 10:00 AM,10-Jan-2020 12:30 PM,28-Dec-2019 10:00 AM,09-Jan-2020 12:00 PM,NA ,NA ,28-Dec-2019 10:00 AM,09-Jan-2020 12:00 PM,24-Jan-2020 04:00 PM,"2,81,000",Yes,fixed,,"EE, CD1, PWD, UNNAO",Unnao,1.0,SBI Bank,855.0,"EE, CD1, PWD, UNNAO",Unnao,No,"EE, CD1, PWD, UNNAO","EE, CD1, PWD, UNNAO",Const of Amra Khera link road,Const of Amra Khera link road,Please refer Tender documents. ,NA ,"28,10,000",Civil Works,NA ,Tender,90.0,180.0,Unnao,209801.0,Unnao ,"EE, CD1, PWD, Unnao ",28-Dec-2019 03:00 PM ,"EE, CD1, PWD, UNNAO",No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Unnao||Construction Division-1, Unnao",3584/E-Tender/A8/19-20 dt 12.12.19,2019_CEUCZ_416990_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tech docs,28-Dec-2019 10:00 AM,10-Jan-2020 12:30 PM,28-Dec-2019 10:00 AM,09-Jan-2020 12:00 PM,NA ,NA ,28-Dec-2019 10:00 AM,09-Jan-2020 12:00 PM,24-Jan-2020 04:00 PM,"2,81,000",Yes,fixed,,"EE, CD1, PWD, UNNAO",Unnao,1.0,SBI Bank,855.0,"EE, CD1, PWD, UNNAO",Unnao,No,"EE, CD1, PWD, UNNAO","EE, CD1, PWD, UNNAO",Const of Amra Khera link road,Const of Amra Khera link road,Please refer Tender documents. ,NA ,"28,10,000",Civil Works,NA ,Tender,90.0,180.0,Unnao,209801.0,Unnao ,"EE, CD1, PWD, Unnao ",28-Dec-2019 03:00 PM ,"EE, CD1, PWD, UNNAO",No ,No,11-Feb-2020,"INR 2,683,529.55",180.0,PRAMOD KUMAR,17-Feb-2020 05:41 PM,EE3584FinlettAmraKhera.pdf (150.00 KB),Evaluation,1.0,1534771.0,M/S GYANENDRA KUMAR MISHRA,INR,"2,683,529.55",1.0,1536731.0,KARUNA SHANKAR TIWARI,07-Jan-2020 10:22 PM,Rejected-Finance,Rejected been higher rate,24-Jan-2020 06:57 PM,Finance,evaluation,PRAMOD KUMAR,24-Jan-2020 06:49 PM,finance_609384.pdf,BOQ Comparative Chart,"EE Ajay Verma, EE Pramod Kumar",Internal,"EE Ajay Verma, EE Pramod Kumar",PRAMOD KUMAR,24-Jan-2020 06:57 PM,finsummary_609384.pdf (146.95 KB),1.0,1534771.0,M/S GYANENDRA KUMAR MISHRA,"26,83,529.56",L1,Technical,Evaluation,PRAMOD KUMAR,24-Jan-2020 03:47 PM,technical_609384.pdf,"EE Ajay Verma, EE Pramod Kumar",Internal,"EE Ajay Verma, EE Pramod Kumar",PRAMOD KUMAR,24-Jan-2020 03:50 PM,24-Jan-2020 04:00 PM,techsummary_609384.pdf (146.95 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1534771.0,M/S GYANENDRA KUMAR MISHRA,07-Jan-2020 10:33 PM,Accepted-AOC,Financial bid admitted due to L1,17-Feb-2020 05:41 PM,,,,,,,,,,,,,2.0,1536731.0,KARUNA SHANKAR TIWARI,"27,39,940.09",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_CEUCZ_416990_3,3584/E-Tender/A8/19-20 dt 12.12.19,Const of Amra Khera link road
