Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Construction Division Ambedkar Nagar,250/Nivida-9A Dated 19-02-2020,2020_CEUFZ_440087_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,27-Feb-2020 12:30 PM,04-Mar-2020 04:30 PM,27-Feb-2020 12:30 PM,04-Mar-2020 12:30 PM,NA ,NA ,27-Feb-2020 12:30 PM,04-Mar-2020 12:30 PM,06-Mar-2020 03:30 PM,"2,75,000",Yes,fixed,,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,1.0,SBI Bank,854.0,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,No,E.E. C.D. PWD Ambedkarnagar,Office of the E.E. C.D. PWD Ambedkarnagar,Package No.-1 S/R of Diffrent Village Roads,"Package No.-1 S/R of Diffrent Village Roads. 1. Malipur Nempur Road to Bairagal link road Km-1(200),2,3,4(475)",Please refer Tender documents. ,NA ,"27,50,000",Civil Works,NA ,Tender,45.0,45.0,Office of the E.E. C.D. PWD Ambedkarnagar,224122.0,Office of the E.E. C.D. PWD Ambedkarnagar ,Office of the E.E. C.D. PWD Ambedkarnagar ,03-Mar-2020 12:30 PM ,Office of the E.E. C.D. PWD Ambedkarnagar,No ,No,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Construction Division Ambedkar Nagar,250/Nivida-9A Dated 19-02-2020,2020_CEUFZ_440087_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,27-Feb-2020 12:30 PM,04-Mar-2020 04:30 PM,27-Feb-2020 12:30 PM,04-Mar-2020 12:30 PM,NA ,NA ,27-Feb-2020 12:30 PM,04-Mar-2020 12:30 PM,06-Mar-2020 03:30 PM,"2,75,000",Yes,fixed,,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,1.0,SBI Bank,854.0,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,No,E.E. C.D. PWD Ambedkarnagar,Office of the E.E. C.D. PWD Ambedkarnagar,Package No.-1 S/R of Diffrent Village Roads,"Package No.-1 S/R of Diffrent Village Roads. 1. Malipur Nempur Road to Bairagal link road Km-1(200),2,3,4(475)",Please refer Tender documents. ,NA ,"27,50,000",Civil Works,NA ,Tender,45.0,45.0,Office of the E.E. C.D. PWD Ambedkarnagar,224122.0,Office of the E.E. C.D. PWD Ambedkarnagar ,Office of the E.E. C.D. PWD Ambedkarnagar ,03-Mar-2020 12:30 PM ,Office of the E.E. C.D. PWD Ambedkarnagar,No ,No,21-Mar-2020,"INR 1,995,159",45.0,Shashi Pal Baudh,21-Mar-2020 04:55 PM,1B.pdf (261.00 KB),letter,1.0,1633678.0,M/S VIDYADHAR CONSTRUCTION,INR,"1,995,159",1.0,1634969.0,KDBB,03-Mar-2020 07:42 PM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,Finance,Letter,Shashi Pal Baudh,21-Mar-2020 01:56 PM,finance_648113.pdf,BOQ Comparative Chart,SP Baudh,Internal,S Lal,Shashi Pal Baudh,21-Mar-2020 04:51 PM,finsummary_648113.pdf (349.70 KB),1.0,1632925.0,M/S RAJESH KUMAR MAURYA,"20,61,700.69",L5,Technical,letter,Shashi Pal Baudh,06-Mar-2020 11:30 AM,technical_648113.pdf,SP Baudh,Internal,S Lal,Shashi Pal Baudh,06-Mar-2020 12:36 PM,06-Mar-2020 03:30 PM,techsummary_648113.pdf (1372.98 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1635088.0,M/S BHAGELU RAM,03-Mar-2020 10:18 PM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,2.0,1632996.0,VIBHA SINGH,"20,61,425.72",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1634922.0,M/S KUNWAR ARUN CONTRACTOR,03-Mar-2020 08:04 PM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,3.0,1633678.0,M/S VIDYADHAR CONSTRUCTION,"19,95,158.74",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1632925.0,M/S RAJESH KUMAR MAURYA,03-Mar-2020 01:31 PM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,4.0,1633805.0,RINKU KUMAR,"26,94,674.15",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1635652.0,M/s Shivmurti Yadav,04-Mar-2020 11:15 AM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,5.0,1634407.0,VAIBHAV CONSTRUCTION,"26,74,326.61",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1633678.0,M/S VIDYADHAR CONSTRUCTION,03-Mar-2020 07:34 PM,Accepted-AOC,bond,21-Mar-2020 04:55 PM,,,,,,,,,,,,,6.0,1634746.0,RAM MOR VERMA,"20,07,257.28",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1635211.0,RAM ACHAL,04-Mar-2020 01:49 AM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,7.0,1634922.0,M/S KUNWAR ARUN CONTRACTOR,"27,08,422.49",L11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1634746.0,RAM MOR VERMA,04-Mar-2020 10:17 AM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,8.0,1634969.0,KDBB,"20,71,324.53",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1633805.0,RINKU KUMAR,03-Mar-2020 03:14 PM,Rejected-Finance,Higher rate,21-Mar-2020 04:51 PM,,,,,,,,,,,,,9.0,1635088.0,M/S BHAGELU RAM,"22,54,727.35",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1630666.0,R. K. SUPPLIERS,04-Mar-2020 09:27 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Mar-2020 11:30 AM,,,,,,,,,,,,,10.0,1635211.0,RAM ACHAL,"27,08,422.49",L11,,,,,,,,,,,,,,,
