Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Meerut Zone PWD Meerut||SE SAHARANPUR CIRCLE PWD SAHARANPUR||EE PROVINCIAL DIVISION PWD MUZAFFARNAGAR,6821/8A Dt. 23.12.19,2020_CEMRT_420781_16,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,07-Jan-2020 01:00 PM,14-Jan-2020 12:00 PM,07-Jan-2020 01:00 PM,13-Jan-2020 05:00 PM,NA ,NA ,07-Jan-2020 01:00 PM,13-Jan-2020 05:00 PM,31-Jan-2020 04:00 PM,"86,000",Yes,percentage,10.0%,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,1.0,SBI Bank,856.0,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,No,Executive Engineer,"Provincial Division, PWD, Muzaffarnagar",16-Special repair work on Ghanshyampur to Samoli Road,16-Special repair work on Ghanshyampur to Samoli Road,Please refer Tender documents. ,NA ,"8,60,000",Civil Works,NA ,Tender,90.0,30.0,Muzaffarnagar,251001.0,NA ,NA ,NA ,MUZAFFARNAGAR,No ,No,Cheif Engineer Meerut Zone PWD Meerut||SE SAHARANPUR CIRCLE PWD SAHARANPUR||EE PROVINCIAL DIVISION PWD MUZAFFARNAGAR,6821/8A Dt. 23.12.19,2020_CEMRT_420781_16,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,07-Jan-2020 01:00 PM,14-Jan-2020 12:00 PM,07-Jan-2020 01:00 PM,13-Jan-2020 05:00 PM,NA ,NA ,07-Jan-2020 01:00 PM,13-Jan-2020 05:00 PM,31-Jan-2020 04:00 PM,"86,000",Yes,percentage,10.0%,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,1.0,SBI Bank,856.0,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,No,Executive Engineer,"Provincial Division, PWD, Muzaffarnagar",16-Special repair work on Ghanshyampur to Samoli Road,16-Special repair work on Ghanshyampur to Samoli Road,Please refer Tender documents. ,NA ,"8,60,000",Civil Works,NA ,Tender,90.0,30.0,Muzaffarnagar,251001.0,NA ,NA ,NA ,MUZAFFARNAGAR,No ,No,16-Mar-2020,"INR 321,123.64",30.0,Anil Kumar Rana,24-Mar-2020 01:17 PM,83EE.pdf (798.00 KB),AOC,1.0,1544583.0,m/s suman devi,INR,"321,123.64",1.0,1544284.0,DR ASSOCIATES,13-Jan-2020 02:31 PM,Rejected-Finance,Reject Being Higher Rate,16-Mar-2020 06:46 PM,Finance,BOQ,Anil Kumar Rana,31-Jan-2020 05:23 PM,finance_615329.pdf,BOQ Comparative Chart,EE PD PWD MZN,Internal,DAO PD PWD MZN EE CD-1 PWD MZN,Anil Kumar Rana,16-Mar-2020 06:46 PM,finsummary_615329.pdf (702.13 KB),1.0,1539676.0,rahul kumar construction,"7,26,126.56",L2,Technical,Latter,Anil Kumar Rana,31-Jan-2020 03:49 PM,technical_615329.pdf,EE PD PWD MZN,Internal,DAO PD PWD MZN EE CD-1 PWD MZN,Anil Kumar Rana,31-Jan-2020 03:52 PM,31-Jan-2020 04:00 PM,techsummary_615329.pdf (209.74 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1544673.0,M/S JASBIR SINGH CONTRACTOR,13-Jan-2020 03:09 PM,Rejected-Finance,Reject Being Higher Rate,16-Mar-2020 06:46 PM,,,,,,,,,,,,,2.0,1543697.0,SHRI GANESH CONSTRUCTION,"7,76,572.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1544591.0,M/S J V R CONSTRUCTION,13-Jan-2020 02:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jan-2020 03:50 PM,,,,,,,,,,,,,3.0,1544284.0,DR ASSOCIATES,"7,57,528.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1544583.0,m/s suman devi,13-Jan-2020 02:35 PM,Accepted-AOC,FDR submitted by the Contractor,24-Mar-2020 01:17 PM,,,,,,,,,,,,,4.0,1544381.0,ShyamKumar,"7,52,364.96",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1541809.0,MVIRE INFRA,13-Jan-2020 04:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jan-2020 03:50 PM,,,,,,,,,,,,,5.0,1544583.0,m/s suman devi,"6,85,668.64",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1539676.0,rahul kumar construction,13-Jan-2020 09:56 AM,Rejected-Finance,Reject Being Higher Rate,16-Mar-2020 06:46 PM,,,,,,,,,,,,,6.0,1544673.0,M/S JASBIR SINGH CONTRACTOR,"7,61,760.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1540366.0,RAJ PAL SINGH,13-Jan-2020 04:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jan-2020 03:50 PM,,,,,,,,,,,,,7.0,1544902.0,Vipin Kumar Tyagi,"7,85,205.28",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1543697.0,SHRI GANESH CONSTRUCTION,12-Jan-2020 09:08 PM,Rejected-Finance,Reject Being Higher Rate,16-Mar-2020 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1544381.0,ShyamKumar,13-Jan-2020 01:30 PM,Rejected-Finance,Reject Being Higher Rate,16-Mar-2020 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1544902.0,Vipin Kumar Tyagi,13-Jan-2020 04:50 PM,Rejected-Finance,Reject Being Higher Rate,16-Mar-2020 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEMRT_420781_16,6821/8A Dt. 23.12.19,16-Special repair work on Ghanshyampur to Samoli Road
