Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD BAREILLY,75/etender/19-20 Date 13.01.2020,2020_CEBLY_423715_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Online payment reciept,14-Jan-2020 05:00 PM,11-Feb-2020 10:00 AM,20-Jan-2020 10:00 AM,10-Feb-2020 06:00 PM,NA ,NA ,20-Jan-2020 10:00 AM,10-Feb-2020 06:00 PM,14-Feb-2020 12:05 PM,"1,25,000",Yes,fixed,,EXECUTIVE ENGINEER CD-1 PWD,BAREILLY,1.0,SBI Bank,856.0,EXECUTIVE ENGINEER CD-1 PWD,BAREILLY,No,EXECUTIVE ENGINEER,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD BAREILLY,New Construction work of Aonla Aliganj Gaini road to Mandir to Masjid link road to Chandra Shekhar Azad Inter College in Distt. Bareilly) (2019-20),New Construction work of Aonla Aliganj Gaini road to Mandir to Masjid link road to Chandra Shekhar Azad Inter College in Distt. Bareilly) (2019-20),Please refer tender document ,NA ,"12,21,514",Civil Works - Roads,NA ,Tender,90.0,30.0,BAREILLY,243001.0,NA ,NA ,NA ,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD BAREILLY,No ,No,Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD BAREILLY,75/etender/19-20 Date 13.01.2020,2020_CEBLY_423715_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Online payment reciept,14-Jan-2020 05:00 PM,11-Feb-2020 10:00 AM,20-Jan-2020 10:00 AM,10-Feb-2020 06:00 PM,NA ,NA ,20-Jan-2020 10:00 AM,10-Feb-2020 06:00 PM,14-Feb-2020 12:05 PM,"1,25,000",Yes,fixed,,EXECUTIVE ENGINEER CD-1 PWD,BAREILLY,1.0,SBI Bank,856.0,EXECUTIVE ENGINEER CD-1 PWD,BAREILLY,No,EXECUTIVE ENGINEER,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD BAREILLY,New Construction work of Aonla Aliganj Gaini road to Mandir to Masjid link road to Chandra Shekhar Azad Inter College in Distt. Bareilly) (2019-20),New Construction work of Aonla Aliganj Gaini road to Mandir to Masjid link road to Chandra Shekhar Azad Inter College in Distt. Bareilly) (2019-20),Please refer tender document ,NA ,"12,21,514",Civil Works - Roads,NA ,Tender,90.0,30.0,BAREILLY,243001.0,NA ,NA ,NA ,OFFICE OF EXECUTIVE ENGINEER CD-1 PWD BAREILLY,No ,No,14-Mar-2020,"INR 1,007,627",30.0,RAM SURAT,17-Mar-2020 06:18 PM,bondcopy.pdf (849.00 KB),CB No. 99/EE/02019-20 dt 14.03.2020,1.0,1586288.0,MS MAA GAYATRI TRADERS,INR,"1,007,627",1.0,1590406.0,Bala Ji Traders,10-Feb-2020 05:30 PM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,Finance,Only eight financial bid recieved,RAM SURAT,14-Feb-2020 06:00 PM,finance_619844.pdf,BOQ Comparative Chart,D.K. TIWARI S.E. BAREILLY CIRCLE PWD BAREILLY,Internal,"RAM SURAT E.E. CD-1 PWD BAREILLY, Harbansh singh E.E. PD PWD.BAREILLY",RAM SURAT,19-Feb-2020 02:49 PM,finsummary_619844.pdf (375.35 KB),1.0,1565760.0,Naman Enterprises,"11,20,250.49",L8,Technical,09 Bids Found,RAM SURAT,11-Feb-2020 04:52 PM,technical_619844.pdf,D.K. TIWARI S.E. BAREILLY CIRCLE PWD BAREILLY,Internal,"RAM SURAT E.E. CD-1 PWD BAREILLY, HARBANSH SINGH E.E. PWD.BAREILLY",RAM SURAT,14-Feb-2020 11:59 AM,14-Feb-2020 12:05 PM,techsummary_619844.pdf (159.78 KB),,,
,,,,,,,,,,,,,,,,.pdf,Pre Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pre Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1586288.0,MS MAA GAYATRI TRADERS,10-Feb-2020 03:28 PM,Accepted-AOC,as per attechment,17-Mar-2020 06:18 PM,,,,,,,,,,,,,2.0,1569421.0,SHRIMATI RESHMA DEVI CONTRACTOR,"10,61,862.12",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1589620.0,M/s Sarvesh Kumar Agarwal,10-Feb-2020 11:22 AM,Rejected-Technical,NON RESPONSIVE,14-Feb-2020 11:59 AM,,,,,,,,,,,,,3.0,1585145.0,NIHAL UDDIN CONTRACTOR,"10,26,071.76",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1565760.0,Naman Enterprises,09-Feb-2020 08:54 PM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,,,,,,,,,,,,,4.0,1586086.0,NETRAPAL SINGH,"10,22,895.82",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1586086.0,NETRAPAL SINGH,08-Feb-2020 07:11 PM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,,,,,,,,,,,,,5.0,1586288.0,MS MAA GAYATRI TRADERS,"10,07,626.90",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1585145.0,NIHAL UDDIN CONTRACTOR,07-Feb-2020 05:05 PM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,,,,,,,,,,,,,6.0,1587037.0,Sri Satish Kumar Singh,"10,59,663.40",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1589150.0,R S Infratech,09-Feb-2020 10:45 PM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,,,,,,,,,,,,,7.0,1589150.0,R S Infratech,"11,08,523.96",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1569421.0,SHRIMATI RESHMA DEVI CONTRACTOR,10-Feb-2020 11:18 AM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,,,,,,,,,,,,,8.0,1590406.0,Bala Ji Traders,"10,69,557.66",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1587037.0,Sri Satish Kumar Singh,08-Feb-2020 01:30 PM,Rejected-Finance,Being higher rates,19-Feb-2020 02:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEBLY_423715_1,75/etender/19-20 Date 13.01.2020,New Construction work of Aonla Aliganj Gaini road to Mandir to Masjid link road to Chandra Shekhar Azad Inter College in Distt. Bareilly) (2019-20)
