Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Agra Zone PWD Agra UP||ALIGARH CIRCLE PWD ALIGARH||Construction Division -1 Etah,344_Cashier(CDE)_ali.cir_2019 Date 17.01.2020,2020_CEAGR_433651_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,11-Feb-2020 01:00 PM,18-Feb-2020 12:30 PM,11-Feb-2020 01:00 PM,17-Feb-2020 12:00 PM,NA ,NA ,11-Feb-2020 01:00 PM,17-Feb-2020 12:00 PM,27-Feb-2020 04:00 PM,"23,25,000",Yes,fixed,,SE Aligarh Circle PWD Aligarh,Aligarh,1.0,SBI Bank,"2,384",Executive Engineer CD-1 PWD ETAH,Etah,No,Superintending Engineer,office of the S E Aligarh Circle PWD Aligarh,"Two Lane Widening of Hindustan Lever Saroni Marhara Road Km-1,2,3,4 connected to New Govt. Medical College in District Etah",As per BOQ,Please refer Tender documents. ,NA ,"4,25,00,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Etah,207001.0,NA ,NA ,NA ,office of the S E Aligarh Circle PWD Aligarh,No ,No,Chief Engineer Agra Zone PWD Agra UP||ALIGARH CIRCLE PWD ALIGARH||Construction Division -1 Etah,344_Cashier(CDE)_ali.cir_2019 Date 17.01.2020,2020_CEAGR_433651_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,11-Feb-2020 01:00 PM,18-Feb-2020 12:30 PM,11-Feb-2020 01:00 PM,17-Feb-2020 12:00 PM,NA ,NA ,11-Feb-2020 01:00 PM,17-Feb-2020 12:00 PM,27-Feb-2020 04:00 PM,"23,25,000",Yes,fixed,,SE Aligarh Circle PWD Aligarh,Aligarh,1.0,SBI Bank,"2,384",Executive Engineer CD-1 PWD ETAH,Etah,No,Superintending Engineer,office of the S E Aligarh Circle PWD Aligarh,"Two Lane Widening of Hindustan Lever Saroni Marhara Road Km-1,2,3,4 connected to New Govt. Medical College in District Etah",As per BOQ,Please refer Tender documents. ,NA ,"4,25,00,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Etah,207001.0,NA ,NA ,NA ,office of the S E Aligarh Circle PWD Aligarh,No ,No,19-Mar-2020,"INR 34,311,338.22",180.0,BIPIN PACHAURIA,19-Mar-2020 01:58 PM,AOC_000324.pdf (218.00 KB),1.0,1602589.0,M/S BRANJEET CONSTRUCTION,INR,"34,311,338.22",1.0,1602971.0,A P M CONSTRUCTION,16-Feb-2020 08:25 PM,Rejected-Technical,Non-Responsive,27-Feb-2020 03:44 PM,Finance,Technical Bid Opened,BIPIN PACHAURIA,27-Feb-2020 04:48 PM,None,BOQ Comparative Chart,EE,Internal,Bipin Pachuaria,BIPIN PACHAURIA,19-Mar-2020 01:05 AM,finsummary_636834.pdf (218.14 KB),1.0,1601225.0,PRASHANT ASSOCIATE,"3,51,98,846.84",L3,Technical,technical bid opened,BIPIN PACHAURIA,18-Feb-2020 03:17 PM,None,EE,Internal,"Er. Bipin Pachauria, Er. Satish Kumar",BIPIN PACHAURIA,27-Feb-2020 03:44 PM,27-Feb-2020 04:00 PM,techsummary_636834.pdf (113.27 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1604143.0,Balaji Constructon,17-Feb-2020 11:33 AM,Rejected-AOC,As per Financial Bid Evaluation,19-Mar-2020 01:58 PM,,,,,,,,,,,,,2.0,1602589.0,M/S BRANJEET CONSTRUCTION,"3,43,11,338.22",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1603947.0,INVENTIVE SOFTWARE SOLUTIONS PRIVATE LIMITED,17-Feb-2020 11:50 AM,Rejected-Technical,Non-Responsive,27-Feb-2020 03:44 PM,,,,,,,,,,,,,3.0,1602717.0,SHIV KANT INKRA TECH PVT LTD,"3,47,35,983.50",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1602589.0,M/S BRANJEET CONSTRUCTION,17-Feb-2020 11:36 AM,Accepted-AOC,As per Financial Bid Evaluation,19-Mar-2020 01:58 PM,,,,,,,,,,,,,4.0,1604143.0,Balaji Constructon,"3,76,95,761.06",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1601225.0,PRASHANT ASSOCIATE,17-Feb-2020 05:50 AM,Rejected-AOC,As per Financial Bid Evaluation,19-Mar-2020 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1598194.0,RAM SANEHI AND SONS,17-Feb-2020 09:40 AM,Rejected-Technical,Non-Responsive,27-Feb-2020 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1602717.0,SHIV KANT INKRA TECH PVT LTD,16-Feb-2020 04:18 PM,Rejected-AOC,As per Financial Bid Evaluation,19-Mar-2020 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1602500.0,shree ram stone supliers,17-Feb-2020 11:35 AM,Rejected-Technical,Non-Responsive,27-Feb-2020 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1602595.0,Udai Associates,17-Feb-2020 09:31 AM,Rejected-Technical,Non-Responsive,27-Feb-2020 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1603237.0,V S M Constructions,17-Feb-2020 11:56 AM,Rejected-Technical,Non-Responsive,27-Feb-2020 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
