Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Sitapur",5604/352C/E.TENDER/STP-LMP/19 Dt. 30.12.2019,2020_CEUCZ_422035_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,09-Jan-2025 08:14 PM,24-Jan-2020 12:30 PM,09-Jan-2020 06:00 PM,23-Jan-2020 12:00 PM,NA ,NA ,09-Jan-2020 06:00 PM,23-Jan-2020 12:00 PM,01-Feb-2020 05:30 PM,"5,38,000",Yes,fixed,,S.E. Sitapur/Kheri Circle PWD Sitapur,Sitapur,1.0,SBI Bank,"2,415",Executive Engineer PD PWD Kheri,Kheri,No,S.E.Sitapur/Kheri Circle PWD Sitapur,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur,C/O Maini Link Road,C/O Maini Link Road,Please refer Tender documents. ,NA ,"67,50,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Kheri,262701.0,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur ,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur ,13-Jan-2020 12:00 PM ,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Sitapur",5604/352C/E.TENDER/STP-LMP/19 Dt. 30.12.2019,2020_CEUCZ_422035_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,09-Jan-2025 08:14 PM,24-Jan-2020 12:30 PM,09-Jan-2020 06:00 PM,23-Jan-2020 12:00 PM,NA ,NA ,09-Jan-2020 06:00 PM,23-Jan-2020 12:00 PM,01-Feb-2020 05:30 PM,"5,38,000",Yes,fixed,,S.E. Sitapur/Kheri Circle PWD Sitapur,Sitapur,1.0,SBI Bank,"2,415",Executive Engineer PD PWD Kheri,Kheri,No,S.E.Sitapur/Kheri Circle PWD Sitapur,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur,C/O Maini Link Road,C/O Maini Link Road,Please refer Tender documents. ,NA ,"67,50,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Kheri,262701.0,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur ,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur ,13-Jan-2020 12:00 PM ,Office of the S.E.Sitapur/Kheri Circle PWD Sitapur,No ,No,14-Mar-2020,"INR 6,438,733.52",180.0,Rajendra Kumar Hardaha,14-Mar-2020 04:52 PM,SriRajaRam.pdf (371.00 KB),Financial bid is Accepted at the price of Rs. 6438733.52 by the Employer.,1.0,1558376.0,RAJA RAM,INR,"6,438,733.52",1.0,1561009.0,AKHILESH KUMAR PATHAK,22-Jan-2020 08:48 PM,Rejected-Finance,Due to L5 Rate,14-Mar-2020 04:47 PM,Finance,Financial Evaluation Admitted by Committee,Rajendra Kumar Hardaha,15-Feb-2020 01:19 PM,finance_616791.pdf,BOQ Comparative Chart,Rajendra Kumar Hardaha SE,Internal,N.K. Yadav EE Devendra Kumar EE,Rajendra Kumar Hardaha,14-Mar-2020 04:47 PM,finsummary_616791.pdf (444.32 KB),1.0,1557425.0,M/S RAZI ULLA KHAN THEKEDAR,"60,13,027.60",L6,Technical,Technical Evaluation Admitted by Committee,Rajendra Kumar Hardaha,01-Feb-2020 04:34 PM,technical_616791.pdf,Rajendra Kumar Hardaha SE,Internal,Rajendra Kumar Hardaha SE N.K. Yadav EE Devendra Kumar EE,Rajendra Kumar Hardaha,01-Feb-2020 04:58 PM,01-Feb-2020 05:30 PM,techsummary_616791.pdf (386.04 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1560667.0,M/s Avinash Kumar Singh,22-Jan-2020 09:52 PM,Rejected-Finance,Due to L3 Rate,14-Mar-2020 04:47 PM,,,,,,,,,,,,,2.0,1558376.0,RAJA RAM,"57,48,869.21",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1559674.0,M/S MUMREJ CONSTRUCTION,22-Jan-2020 08:13 PM,Rejected-Finance,Due to L2 Rate,14-Mar-2020 04:47 PM,,,,,,,,,,,,,3.0,1559674.0,M/S MUMREJ CONSTRUCTION,"58,70,192.92",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1557425.0,M/S RAZI ULLA KHAN THEKEDAR,23-Jan-2020 10:36 AM,Rejected-Finance,Due to L6 Rate,14-Mar-2020 04:47 PM,,,,,,,,,,,,,4.0,1560013.0,VIKRAM SINGH,"59,43,237.61",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1558519.0,M/S SHAN INTERPRISES,22-Jan-2020 03:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Feb-2020 04:35 PM,,,,,,,,,,,,,5.0,1560667.0,M/s Avinash Kumar Singh,"58,70,838.64",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1561165.0,M/s Vikas Builders,23-Jan-2020 12:17 AM,Rejected-Finance,Due to L7 Rate,14-Mar-2020 04:47 PM,,,,,,,,,,,,,6.0,1561009.0,AKHILESH KUMAR PATHAK,"60,00,634.98",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1558376.0,RAJA RAM,21-Jan-2020 05:15 PM,Accepted-AOC,Financial bid is Accepted at the price of Rs. 6438733.52 by the Employer.,14-Mar-2020 04:52 PM,,,,,,,,,,,,,7.0,1561165.0,M/s Vikas Builders,"61,31,083.57",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1559484.0,SINGH CONSTRUCTION COMPANY,22-Jan-2020 08:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Feb-2020 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1560013.0,VIKRAM SINGH,22-Jan-2020 05:03 PM,Rejected-Finance,Due to L4 Rate,14-Mar-2020 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEUCZ_422035_2,5604/352C/E.TENDER/STP-LMP/19 Dt. 30.12.2019,C/O Maini Link Road
