Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Meerut Zone PWD Meerut||SE SAHARANPUR CIRCLE PWD SAHARANPUR||EE PROVINCIAL DIVISION PWD MUZAFFARNAGAR,6821/8A Dt. 23.12.19,2020_CEMRT_420781_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,07-Jan-2020 10:00 AM,14-Jan-2020 12:00 PM,07-Jan-2020 10:00 AM,13-Jan-2020 05:00 PM,NA ,NA ,07-Jan-2020 10:00 AM,13-Jan-2020 05:00 PM,31-Jan-2020 04:00 PM,"95,000",Yes,percentage,10.0%,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,1.0,SBI Bank,856.0,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,No,Executive Engineer,"Provincial Division, PWD, Muzaffarnagar",5-Renewal work on km-1(500) and 2(850) of Bhegela to Rukanpur under SR,5-Renewal work on km-1(500) and 2(850) of Bhegela to Rukanpur under SR,Please refer Tender documents. ,NA ,"9,50,000",Civil Works,NA ,Tender,90.0,30.0,Muzaffarnagar,251001.0,NA ,NA ,NA ,MUZAFFARNAGAR,No ,No,Cheif Engineer Meerut Zone PWD Meerut||SE SAHARANPUR CIRCLE PWD SAHARANPUR||EE PROVINCIAL DIVISION PWD MUZAFFARNAGAR,6821/8A Dt. 23.12.19,2020_CEMRT_420781_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,07-Jan-2020 10:00 AM,14-Jan-2020 12:00 PM,07-Jan-2020 10:00 AM,13-Jan-2020 05:00 PM,NA ,NA ,07-Jan-2020 10:00 AM,13-Jan-2020 05:00 PM,31-Jan-2020 04:00 PM,"95,000",Yes,percentage,10.0%,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,1.0,SBI Bank,856.0,Executive Engineer Provincial Division P.W.D,Muzaffarnagar,No,Executive Engineer,"Provincial Division, PWD, Muzaffarnagar",5-Renewal work on km-1(500) and 2(850) of Bhegela to Rukanpur under SR,5-Renewal work on km-1(500) and 2(850) of Bhegela to Rukanpur under SR,Please refer Tender documents. ,NA ,"9,50,000",Civil Works,NA ,Tender,90.0,30.0,Muzaffarnagar,251001.0,NA ,NA ,NA ,MUZAFFARNAGAR,No ,No,17-Mar-2020,"INR 162,489.79",30.0,Anil Kumar Rana,24-Mar-2020 02:41 PM,82EE.pdf (797.00 KB),AOC,1.0,1544631.0,m/s suman devi,INR,"162,489.79",1.0,1544626.0,DR ASSOCIATES,13-Jan-2020 02:50 PM,Rejected-Finance,Reject Being Higher Rate,17-Mar-2020 11:13 AM,Finance,BOQ,Anil Kumar Rana,31-Jan-2020 04:51 PM,finance_615135.pdf,BOQ Comparative Chart,EE PD PWD MZN,Internal,DAO PD PWD MZN EE CD-1 PWD MZNRAJEEV,Anil Kumar Rana,17-Mar-2020 11:13 AM,finsummary_615135.pdf (763.23 KB),1.0,1542254.0,R.C.CONTRACTOR,"8,20,746.60",L2,Technical,Latter,Anil Kumar Rana,31-Jan-2020 03:20 PM,technical_615135.pdf,EE PD PWD MZN,Internal,DAO PD PWD MZN EE CD-1 PWD MZN,Anil Kumar Rana,31-Jan-2020 03:21 PM,31-Jan-2020 04:00 PM,techsummary_615135.pdf (209.74 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1542426.0,DURGA ENTERPRISES,11-Jan-2020 02:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jan-2020 03:20 PM,,,,,,,,,,,,,2.0,1543101.0,SHRI GANESH CONSTRUCTION,"8,80,049.10",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1544544.0,M/S J V R CONSTRUCTION,13-Jan-2020 02:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jan-2020 03:20 PM,,,,,,,,,,,,,3.0,1544018.0,TYAGI CONSTRUCTIONS,"9,00,259.39",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1544631.0,m/s suman devi,13-Jan-2020 02:59 PM,Accepted-AOC,FDR submitted by the Contractor,24-Mar-2020 02:41 PM,,,,,,,,,,,,,4.0,1544388.0,ShyamKumar,"8,43,423.88",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1542901.0,RAJ PAL SINGH,13-Jan-2020 03:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Jan-2020 03:20 PM,,,,,,,,,,,,,5.0,1544626.0,DR ASSOCIATES,"8,34,979.20",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1542254.0,R.C.CONTRACTOR,11-Jan-2020 02:18 PM,Rejected-Finance,Reject Being Higher Rate,17-Mar-2020 11:13 AM,,,,,,,,,,,,,6.0,1544631.0,m/s suman devi,"7,97,026.55",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1543101.0,SHRI GANESH CONSTRUCTION,12-Jan-2020 08:45 PM,Rejected-Finance,Reject Being Higher Rate,17-Mar-2020 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1544388.0,ShyamKumar,13-Jan-2020 01:33 PM,Rejected-Finance,Reject Being Higher Rate,17-Mar-2020 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1544018.0,TYAGI CONSTRUCTIONS,13-Jan-2020 03:17 PM,Rejected-Finance,Reject Being Higher Rate,17-Mar-2020 11:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_CEMRT_420781_5,6821/8A Dt. 23.12.19,5-Renewal work on km-1(500) and 2(850) of Bhegela to Rukanpur under SR
