Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",02/SE-I/2019-20,2020_UPIDC_427078_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,24-Jan-2020 10:00 AM,31-Jan-2020 12:00 PM,24-Jan-2020 10:00 AM,30-Jan-2020 05:00 PM,NA ,NA ,24-Jan-2020 10:00 AM,30-Jan-2020 05:00 PM,08-Feb-2020 03:20 PM,"1,63,600",Yes,percentage,2.0%,EXECUTIVE ENGINEER MDGC MEERUT,MEERUT,1.0,SBI Bank,"2,354",EXECUTIVE ENGINEER MDGC MEERUT,MEERUT,No,SUPERINTENDING ENGINEER,OFFICE OF SUPERINTENDING ENGINEER IST CIRCLE MRT,02/SE-I/2019-20,LOT NO 4,AS PER TENDER NOTIFICATION ,AS PER TENDER NOTIFICATION ,"81,80,000",Civil Works,NA ,Tender,90.0,60.0,MEERUT,250001.0,NA ,NA ,NA ,OFFICE OF SUPERINTENDING ENGINEER IST CIRCLE MRT,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",02/SE-I/2019-20,2020_UPIDC_427078_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,24-Jan-2020 10:00 AM,31-Jan-2020 12:00 PM,24-Jan-2020 10:00 AM,30-Jan-2020 05:00 PM,NA ,NA ,24-Jan-2020 10:00 AM,30-Jan-2020 05:00 PM,08-Feb-2020 03:20 PM,"1,63,600",Yes,percentage,2.0%,EXECUTIVE ENGINEER MDGC MEERUT,MEERUT,1.0,SBI Bank,"2,354",EXECUTIVE ENGINEER MDGC MEERUT,MEERUT,No,SUPERINTENDING ENGINEER,OFFICE OF SUPERINTENDING ENGINEER IST CIRCLE MRT,02/SE-I/2019-20,LOT NO 4,AS PER TENDER NOTIFICATION ,AS PER TENDER NOTIFICATION ,"81,80,000",Civil Works,NA ,Tender,90.0,60.0,MEERUT,250001.0,NA ,NA ,NA ,OFFICE OF SUPERINTENDING ENGINEER IST CIRCLE MRT,No ,No,27-Feb-2020,"INR 6,154,705",34.0,AMITABH KUMAR,17-Mar-2020 05:34 PM,7se.pdf (614.00 KB),Date of Start,1.0,1575153.0,RAJ BUILDERS,INR,"6,154,705",1.0,1570026.0,Dinesh kumar jindal,30-Jan-2020 02:10 PM,Rejected-AOC,Agreement with L1,17-Mar-2020 05:34 PM,Finance,SUMMARY,AMITABH KUMAR,08-Feb-2020 05:00 PM,finance_625701.pdf,BOQ Comparative Chart,AMITABH KUMAR,Internal,V K MISHRA,AMITABH KUMAR,11-Feb-2020 03:06 PM,finsummary_625701.pdf (833.61 KB),1.0,1570026.0,Dinesh kumar jindal,"70,65,704.00",L6,Technical,SL NO 1 TO 7 AND 10 ARE ADMITTED AND SL NO 7 8 9 IS NOT ADMITTED,AMITABH KUMAR,08-Feb-2020 03:05 PM,technical_625701.pdf,AMITAB KUMAR,Internal,V K MISHRA,AMITABH KUMAR,08-Feb-2020 03:07 PM,08-Feb-2020 03:20 PM,techsummary_625701.pdf (257.69 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1574633.0,M/S KHUSHI BUILDERS,30-Jan-2020 01:54 PM,Rejected-AOC,Agreement with L1,17-Mar-2020 05:34 PM,,,,,,,,,,,,,2.0,1573005.0,VIJAY LAXMI ASSOCIATES,"79,23,996.31",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1574911.0,M/s S. N. CONSTRUCTIONS,30-Jan-2020 02:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Feb-2020 03:05 PM,,,,,,,,,,,,,3.0,1573510.0,NEERAJ KUMAR RATHI,"63,48,402.50",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1573510.0,NEERAJ KUMAR RATHI,30-Jan-2020 02:37 PM,Rejected-AOC,Agreement with L1,17-Mar-2020 05:34 PM,,,,,,,,,,,,,4.0,1573782.0,raghuvanshi construction,"65,42,460.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1575021.0,PRAGATI ASSOCIATES,30-Jan-2020 04:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Feb-2020 03:05 PM,,,,,,,,,,,,,5.0,1574389.0,S R S PROMOTER,"61,58,012.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1573782.0,raghuvanshi construction,30-Jan-2020 03:19 PM,Rejected-AOC,Agreement with L1,17-Mar-2020 05:34 PM,,,,,,,,,,,,,6.0,1574633.0,M/S KHUSHI BUILDERS,"62,21,960.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1575153.0,RAJ BUILDERS,30-Jan-2020 04:26 PM,Accepted-AOC,Agreement with L1,17-Mar-2020 05:34 PM,,,,,,,,,,,,,7.0,1575153.0,RAJ BUILDERS,"61,54,705.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1574833.0,SINEWY CONSTRUCTIONS PVT. LTD.,30-Jan-2020 04:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Feb-2020 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1574389.0,S R S PROMOTER,30-Jan-2020 04:00 PM,Rejected-AOC,Agreement with L1,17-Mar-2020 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1573005.0,VIJAY LAXMI ASSOCIATES,30-Jan-2020 11:03 AM,Rejected-AOC,Agreement with L1,17-Mar-2020 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
